mouse_id,month,treatment,clade_volume,ln2volume
#009,m3,UV,8198.134848,13.00108001
#009,m3,UV,8198.134848,13.00108001
#022,m3,UV,8205.053106,13.00229696
#974,m3,UV,8225.807877,13.00594166
#009,m3,UV,8260.399164,13.01199578
#303,m3,UV,8267.317421,13.01320356
#317,m3,UV,8267.317421,13.01320356
#317,m3,UV,8281.153935,13.0156161
#022,m3,UV,8301.908707,13.01922735
#970,m3,UV,8301.908707,13.01922735
#009,m3,UV,8308.826964,13.0204291
#022,m3,UV,8308.826964,13.0204291
#131,m3,UV,8336.499993,13.02522609
#263,m3,UV,8336.499993,13.02522609
#009,m3,UV,8378.009537,13.03239181
#970,m3,UV,8391.846051,13.0347725
#009,m3,UV,8419.51908,13.03952211
#006,m3,UV,8426.437338,13.04070708
#009,m3,UV,8426.437338,13.04070708
#006,m3,UV,8440.273852,13.04307409
#009,m3,UV,8440.273852,13.04307409
#022,m3,UV,8447.192109,13.04425615
#131,m3,UV,8447.192109,13.04425615
#022,m3,UV,8454.110367,13.04543723
#131,m3,UV,8454.110367,13.04543723
#289,m3,UV,8454.110367,13.04543723
#974,m3,UV,8502.538168,13.05367786
#006,m3,UV,8509.456425,13.05485126
#009,m3,UV,8523.292939,13.0571952
#317,m3,UV,8544.047711,13.06070399
#131,m3,UV,8557.884226,13.06303845
#131,m3,UV,8578.638997,13.06653307
#282,m3,UV,8592.475512,13.06885812
#009,m3,UV,8613.230284,13.07233869
#003,m3,UV,8633.985055,13.07581088
#006,m3,UV,8633.985055,13.07581088
#022,m3,UV,8633.985055,13.07581088
#009,m3,UV,8640.903313,13.07696642
#022,m3,UV,8640.903313,13.07696642
#006,m3,UV,8647.82157,13.07812104
#009,m3,UV,8654.739827,13.07927474
#009,m3,UV,8654.739827,13.07927474
#263,m3,UV,8654.739827,13.07927474
#009,m3,UV,8661.658084,13.08042751
#291,m3,UV,8668.576342,13.08157936
#970,m3,UV,8682.412856,13.08388031
#006,m3,UV,8689.331113,13.08502941
#009,m3,UV,8689.331113,13.08502941
#282,m3,UV,8696.249371,13.0861776
#131,m3,UV,8744.677172,13.09418941
