mouse_id,month,treatment,clade_volume,ln2volume
#003,m2,UV,16161.04895,13.98023322
#970,m2,UV,16161.04895,13.98023322
#006,m2,UV,16237.14978,13.98701079
#009,m2,UV,16237.14978,13.98701079
#263,m2,UV,16237.14978,13.98701079
#022,m2,UV,16244.06804,13.98762535
#289,m2,UV,16244.06804,13.98762535
#003,m2,UV,16250.98629,13.98823966
#281,m2,UV,16257.90455,13.9888537
#009,m2,UV,16271.74107,13.99008101
#263,m2,UV,16278.65932,13.99069427
#263,m2,UV,16334.00538,13.99559099
#006,m2,UV,16389.35144,14.00047114
#022,m2,UV,16417.02447,14.00290505
#263,m2,UV,16444.6975,14.00533485
#006,m2,UV,16458.53401,14.00654822
#263,m2,UV,16458.53401,14.00654822
#022,m2,UV,16479.28878,14.00836636
#263,m2,UV,16479.28878,14.00836636
#282,m2,UV,16479.28878,14.00836636
#303,m2,UV,16486.20704,14.0089719
#303,m2,UV,16541.5531,14.01380708
#974,m2,UV,16583.06264,14.01742286
#009,m2,UV,16589.9809,14.0180246
#009,m2,UV,16659.16347,14.02402834
#131,m2,UV,16659.16347,14.02402834
#974,m2,UV,16659.16347,14.02402834
#003,m2,UV,16672.99999,14.02522609
#263,m2,UV,16686.8365,14.02642285
#282,m2,UV,16714.50953,14.0288134
#022,m2,UV,16721.42779,14.02941042
#006,m2,UV,16742.18256,14.03119999
#282,m2,UV,16769.85559,14.03358264
#009,m2,UV,16776.77385,14.03417769
#009,m2,UV,16783.6921,14.0347725
#974,m2,UV,16825.20165,14.03833617
#009,m2,UV,16887.46596,14.04366524
#263,m2,UV,16922.05725,14.04661735
#003,m2,UV,16928.97551,14.04720705
#006,m2,UV,16935.89376,14.0477965
#003,m2,UV,16956.64853,14.04956343
#970,m2,UV,16970.48505,14.05074018
#009,m2,UV,16991.23982,14.05250351
#131,m2,UV,17011.99459,14.05426468
#974,m2,UV,17011.99459,14.05426468
#009,m2,UV,17018.91285,14.05485126
#003,m2,UV,17053.50414,14.05778059
#282,m2,UV,17060.42239,14.05836575
#282,m2,UV,17067.34065,14.05895066
#006,m2,UV,17074.25891,14.05953534
#009,m2,UV,17081.17717,14.06011978
#970,m2,UV,17081.17717,14.06011978
#282,m2,UV,17088.09542,14.06070399
#281,m2,UV,17108.85019,14.06245519
#003,m2,UV,17157.278,14.06653307
#317,m2,UV,17164.19625,14.06711468
#022,m2,UV,17178.03277,14.06827721
#263,m2,UV,17191.86928,14.0694388
#006,m2,UV,17198.78754,14.07001924
#263,m2,UV,17205.7058,14.07059945
#317,m2,UV,17261.05185,14.07523276
#317,m2,UV,17267.97011,14.07581088
#003,m2,UV,17281.80663,14.07696642
#974,m2,UV,17309.47965,14.07927474
#003,m2,UV,17323.31617,14.08042751
#974,m2,UV,17323.31617,14.08042751
#970,m2,UV,17337.15268,14.08157936
#003,m2,UV,17357.90746,14.08330542
#974,m2,UV,17371.74397,14.08445497
#131,m2,UV,17434.00829,14.08961668
#282,m2,UV,17434.00829,14.08961668
#009,m2,UV,17496.2726,14.09475998
#022,m2,UV,17517.02737,14.09647035
#022,m2,UV,17565.45517,14.10045334
#006,m2,UV,17572.37343,14.10102144
#022,m2,UV,17579.29169,14.10158932
#282,m2,UV,17613.88297,14.10442537
#009,m2,UV,17620.80123,14.10499191
#281,m2,UV,17620.80123,14.10499191
#974,m2,UV,17683.06555,14.11008078
#006,m2,UV,17689.9838,14.11064511
#022,m2,UV,17717.65683,14.1129002
#289,m2,UV,17738.4116,14.11458921
#291,m2,UV,17745.32986,14.11515177
#003,m2,UV,17752.24812,14.11571412
#970,m2,UV,17759.16638,14.11627624
#263,m2,UV,17766.08463,14.11683815
#003,m2,UV,17807.59418,14.120205
#281,m2,UV,17821.43069,14.12132554
#022,m2,UV,17856.02198,14.12412309
#009,m2,UV,17904.44978,14.12803056
#022,m2,UV,17918.28629,14.12914504
#009,m2,UV,17973.63235,14.13359438
#289,m2,UV,17987.46887,14.13470457
#281,m2,UV,18008.22364,14.13636826
#003,m2,UV,18063.5697,14.1407954
#003,m2,UV,18070.48795,14.14134784
#022,m2,UV,18070.48795,14.14134784
#263,m2,UV,18084.32447,14.14245209
#006,m2,UV,18111.9975,14.14465804
#974,m2,UV,18111.9975,14.14465804
#006,m2,UV,18222.68961,14.15344829
#022,m2,UV,18319.54521,14.16109607
#003,m2,UV,18326.46347,14.16164079
#003,m2,UV,18340.29999,14.16272962
#009,m2,UV,18340.29999,14.16272962
#003,m2,UV,18354.1365,14.16381762
#303,m2,UV,18361.05476,14.16436132
#974,m2,UV,18361.05476,14.16436132
#263,m2,UV,18395.64604,14.16707672
#006,m2,UV,18444.07384,14.17086973
#974,m2,UV,18464.82862,14.17249225
#003,m2,UV,18513.25642,14.17627106
#289,m2,UV,18540.92945,14.17842595
#974,m2,UV,18554.76596,14.17950218
#131,m2,UV,18610.11202,14.18379912
#291,m2,UV,18617.03028,14.18433534
#003,m2,UV,18693.13111,14.19022062
#317,m2,UV,18748.47716,14.1944858
#009,m2,UV,18859.16928,14.20297851
#022,m2,UV,18873.00579,14.20403659
#003,m2,UV,18935.27011,14.20878838
#131,m2,UV,18949.10662,14.20984221
#003,m2,UV,18976.77965,14.21194757
#289,m2,UV,18990.61617,14.2129991
#282,m2,UV,19052.88048,14.21772151
#009,m2,UV,19087.47177,14.2203384
#003,m2,UV,19101.30828,14.22138383
#006,m2,UV,19149.73608,14.22503689
#009,m2,UV,19198.16389,14.22868072
#291,m2,UV,19225.83691,14.23075878
#289,m2,UV,19246.59169,14.23231537
#282,m2,UV,19288.10123,14.23542351
#009,m2,UV,19295.01949,14.23594088
#303,m2,UV,19295.01949,14.23594088
#263,m2,UV,19308.856,14.23697507
#974,m2,UV,19315.77426,14.23749189
#282,m2,UV,19322.69252,14.23800852
#289,m2,UV,19322.69252,14.23800852
#003,m2,UV,19343.44729,14.23955731
#317,m2,UV,19378.03857,14.24213493
#263,m2,UV,19398.79335,14.2436793
#022,m2,UV,19412.62986,14.24470796
#009,m2,UV,19433.38463,14.24624957
#131,m2,UV,19502.5672,14.25137642
#006,m2,UV,19537.15849,14.25393303
#263,m2,UV,19571.74978,14.25648512
#003,m2,UV,19592.50455,14.25801421
#003,m2,UV,19599.42281,14.25852355
#006,m2,UV,19613.25932,14.25954168
#009,m2,UV,19620.17758,14.26005048
