mouse_id,month,treatment,clade_volume,ln2volume
#131,m2,No UV,9713.233187,13.24573588
#131,m2,No UV,9713.233187,13.24573588
#317,m2,No UV,9713.233187,13.24573588
#282,m2,No UV,9720.151445,13.24676308
#009,m2,No UV,9727.069702,13.24778954
#003,m2,No UV,9747.824474,13.25086456
#281,m2,No UV,9747.824474,13.25086456
#317,m2,No UV,9775.497503,13.25495441
#974,m2,No UV,9775.497503,13.25495441
#263,m2,No UV,9789.334017,13.256995
#009,m2,No UV,9796.252274,13.25801421
#263,m2,No UV,9803.170532,13.2590327
#303,m2,No UV,9803.170532,13.2590327
#131,m2,No UV,9817.007046,13.26106754
#009,m2,No UV,9823.925303,13.26208388
#289,m2,No UV,9830.843561,13.2630995
#303,m2,No UV,9837.761818,13.26411441
#009,m2,No UV,9844.680075,13.26512861
#131,m2,No UV,9844.680075,13.26512861
#263,m2,No UV,9851.598332,13.26614209
#006,m2,No UV,9858.51659,13.26715487
#009,m2,No UV,9858.51659,13.26715487
#009,m2,No UV,9858.51659,13.26715487
#970,m2,No UV,9886.189619,13.27119886
#003,m2,No UV,9893.107876,13.27220809
#009,m2,No UV,9941.535677,13.27925301
#317,m2,No UV,9948.453934,13.28025662
#263,m2,No UV,9969.208706,13.28326328
#970,m2,No UV,9969.208706,13.28326328
#303,m2,No UV,9976.126963,13.28426411
#003,m2,No UV,9989.963478,13.28626369
#009,m2,No UV,9989.963478,13.28626369
#022,m2,No UV,10010.71825,13.28925787
#006,m2,No UV,10024.55476,13.29125054
#289,m2,No UV,10024.55476,13.29125054
#289,m2,No UV,10031.47302,13.29224585
#263,m2,No UV,10045.30954,13.2942344
#263,m2,No UV,10045.30954,13.2942344
#281,m2,No UV,10045.30954,13.2942344
#009,m2,No UV,10066.06431,13.2972121
#009,m2,No UV,10066.06431,13.2972121
#131,m2,No UV,10072.98257,13.2982033
#006,m2,No UV,10079.90082,13.29919382
#970,m2,No UV,10079.90082,13.29919382
#003,m2,No UV,10107.57385,13.30314912
#131,m2,No UV,10121.41037,13.30512272
#282,m2,No UV,10121.41037,13.30512272
#291,m2,No UV,10121.41037,13.30512272
#009,m2,No UV,10156.00165,13.31004491
#003,m2,No UV,10169.83817,13.3120091
#970,m2,No UV,10176.75642,13.31299019
#009,m2,No UV,10211.34771,13.31788567
#131,m2,No UV,10211.34771,13.31788567
#003,m2,No UV,10218.26597,13.31886277
#006,m2,No UV,10218.26597,13.31886277
#009,m2,No UV,10232.10248,13.320815
#281,m2,No UV,10232.10248,13.320815
#022,m2,No UV,10252.85725,13.32373839
#281,m2,No UV,10266.69377,13.32568404
#022,m2,No UV,10273.61203,13.32665588
#974,m2,No UV,10273.61203,13.32665588
#006,m2,No UV,10280.53028,13.32762706
#263,m2,No UV,10280.53028,13.32762706
#303,m2,No UV,10280.53028,13.32762706
#009,m2,No UV,10287.44854,13.32859759
#263,m2,No UV,10287.44854,13.32859759
#263,m2,No UV,10294.3668,13.32956747
#263,m2,No UV,10294.3668,13.32956747
#282,m2,No UV,10294.3668,13.32956747
#263,m2,No UV,10308.20331,13.33150528
#022,m2,No UV,10322.03983,13.33344048
#003,m2,No UV,10349.71286,13.33730312
#303,m2,No UV,10349.71286,13.33730312
#970,m2,No UV,10349.71286,13.33730312
#303,m2,No UV,10356.63111,13.33826717
#970,m2,No UV,10356.63111,13.33826717
#006,m2,No UV,10370.46763,13.34019333
#970,m2,No UV,10377.38588,13.34115545
#974,m2,No UV,10398.14066,13.34403796
#282,m2,No UV,10418.89543,13.34691472
#009,m2,No UV,10446.56846,13.3507415
#291,m2,No UV,10453.48671,13.35169661
#009,m2,No UV,10467.32323,13.35360493
#282,m2,No UV,10494.99626,13.35741403
#009,m2,No UV,10529.58754,13.36216131
#009,m2,No UV,10529.58754,13.36216131
#006,m2,No UV,10543.42406,13.36405585
#282,m2,No UV,10550.34232,13.36500219
#006,m2,No UV,10564.17883,13.36689301
#974,m2,No UV,10564.17883,13.36689301
#009,m2,No UV,10591.85186,13.37066723
#003,m2,No UV,10612.60663,13.37349143
#003,m2,No UV,10633.3614,13.37631011
#970,m2,No UV,10654.11617,13.3791233
#281,m2,No UV,10674.87095,13.38193101
#974,m2,No UV,10695.62572,13.38473327
#131,m2,No UV,10702.54398,13.38566614
#022,m2,No UV,10723.29875,13.38846116
#281,m2,No UV,10723.29875,13.38846116
#263,m2,No UV,10737.13526,13.3903215
#291,m2,No UV,10737.13526,13.3903215
#263,m2,No UV,10744.05352,13.39125078
#974,m2,No UV,10757.89003,13.39310753
#282,m2,No UV,10778.64481,13.39588818
#974,m2,No UV,10778.64481,13.39588818
#003,m2,No UV,10792.48132,13.39773898
#009,m2,No UV,10806.31783,13.3995874
#282,m2,No UV,10806.31783,13.3995874
#303,m2,No UV,10806.31783,13.3995874
#970,m2,No UV,10813.23609,13.40051072
#006,m2,No UV,10820.15435,13.40143346
#009,m2,No UV,10827.07261,13.4023556
#317,m2,No UV,10861.66389,13.40695751
#009,m2,No UV,10882.41866,13.40971162
#003,m2,No UV,10889.33692,13.41062849
#263,m2,No UV,10889.33692,13.41062849
#974,m2,No UV,10889.33692,13.41062849
#291,m2,No UV,10910.09169,13.41337561
#006,m2,No UV,10923.92821,13.41520412
#022,m2,No UV,10923.92821,13.41520412
#281,m2,No UV,10923.92821,13.41520412
#281,m2,No UV,10951.60124,13.4188542
#131,m2,No UV,10958.51949,13.41976528
#263,m2,No UV,10958.51949,13.41976528
#131,m2,No UV,10965.43775,13.42067579
#003,m2,No UV,10972.35601,13.42158572
#131,m2,No UV,10972.35601,13.42158572
#970,m2,No UV,10972.35601,13.42158572
#009,m2,No UV,10979.27427,13.42249507
#289,m2,No UV,10979.27427,13.42249507
#003,m2,No UV,10993.11078,13.42431207
#009,m2,No UV,11000.02904,13.42521971
#006,m2,No UV,11006.94729,13.42612678
#281,m2,No UV,11013.86555,13.42703328
#022,m2,No UV,11020.78381,13.42793921
#009,m2,No UV,11041.53858,13.4306536
#974,m2,No UV,11062.29335,13.43336288
#970,m2,No UV,11076.12987,13.43516625
#009,m2,No UV,11089.96638,13.43696737
#131,m2,No UV,11117.63941,13.44056288
#282,m2,No UV,11117.63941,13.44056288
#006,m2,No UV,11124.55767,13.44146035
#970,m2,No UV,11124.55767,13.44146035
#022,m2,No UV,11131.47593,13.44235727
#131,m2,No UV,11131.47593,13.44235727
#291,m2,No UV,11138.39418,13.44325363
#022,m2,No UV,11166.06721,13.44683352
#003,m2,No UV,11172.98547,13.44772711
#009,m2,No UV,11172.98547,13.44772711
#009,m2,No UV,11172.98547,13.44772711
#003,m2,No UV,11207.57676,13.45218676
#289,m2,No UV,11207.57676,13.45218676
#003,m2,No UV,11214.49501,13.45307704
#291,m2,No UV,11228.33153,13.45485595
#289,m2,No UV,11235.24978,13.45574458
#131,m2,No UV,11249.0863,13.4575202
#317,m2,No UV,11256.00456,13.4584072
#022,m2,No UV,11269.84107,13.46017955
#974,m2,No UV,11290.59584,13.462834
#291,m2,No UV,11297.5141,13.46371774
#974,m2,No UV,11311.35061,13.46548358
#289,m2,No UV,11325.18713,13.46724727
#974,m2,No UV,11325.18713,13.46724727
#263,m2,No UV,11332.10539,13.4681283
#317,m2,No UV,11339.02364,13.4690088
#974,m2,No UV,11339.02364,13.4690088
#003,m2,No UV,11359.77841,13.47164707
#006,m2,No UV,11359.77841,13.47164707
#282,m2,No UV,11359.77841,13.47164707
#009,m2,No UV,11373.61493,13.47340325
#003,m2,No UV,11387.45144,13.47515728
#006,m2,No UV,11387.45144,13.47515728
#291,m2,No UV,11401.28796,13.47690919
#263,m2,No UV,11408.20622,13.47778434
#131,m2,No UV,11415.12447,13.47865897
#291,m2,No UV,11422.04273,13.47953307
#131,m2,No UV,11435.87924,13.48127967
#009,m2,No UV,11442.7975,13.48215218
#282,m2,No UV,11449.71576,13.48302416
#289,m2,No UV,11449.71576,13.48302416
#006,m2,No UV,11456.63402,13.48389562
#003,m2,No UV,11463.55227,13.48476655
#009,m2,No UV,11484.30705,13.48737619
#131,m2,No UV,11511.98007,13.49084838
#970,m2,No UV,11518.89833,13.49171512
#974,m2,No UV,11546.57136,13.4951769
#282,m2,No UV,11553.48962,13.49604105
#303,m2,No UV,11560.40788,13.49690468
#263,m2,No UV,11567.32613,13.49776779
#289,m2,No UV,11581.16265,13.49949247
#974,m2,No UV,11588.0809,13.50035404
#289,m2,No UV,11608.83568,13.50293566
#974,m2,No UV,11629.59045,13.50551267
#263,m2,No UV,11650.34522,13.50808508
#289,m2,No UV,11664.18173,13.50979748
#009,m2,No UV,11671.09999,13.51065292
#263,m2,No UV,11678.01825,13.51150785
#974,m2,No UV,11678.01825,13.51150785
#022,m2,No UV,11733.36431,13.51832912
#317,m2,No UV,11761.03734,13.52172769
#289,m2,No UV,11767.95559,13.52257609
#317,m2,No UV,11795.62862,13.52596469
#970,m2,No UV,11795.62862,13.52596469
#317,m2,No UV,11809.46514,13.527656
#317,m2,No UV,11809.46514,13.527656
#303,m2,No UV,11816.38339,13.52850092
#970,m2,No UV,11816.38339,13.52850092
#974,m2,No UV,11816.38339,13.52850092
#289,m2,No UV,11823.30165,13.52934534
#263,m2,No UV,11878.64771,13.53608299
#263,m2,No UV,11885.56597,13.53692298
#009,m2,No UV,11892.48422,13.53776249
#009,m2,No UV,11920.15725,13.54111565
#974,m2,No UV,11927.07551,13.54195272
#003,m2,No UV,11940.91202,13.54362541
#281,m2,No UV,11947.83028,13.54446103
#289,m2,No UV,11968.58505,13.54696498
#970,m2,No UV,11975.50331,13.54779867
#003,m2,No UV,11996.25808,13.55029684
#317,m2,No UV,11996.25808,13.55029684
#289,m2,No UV,12003.17634,13.55112861
#009,m2,No UV,12010.0946,13.55195989
#291,m2,No UV,12023.93111,13.55362103
#317,m2,No UV,12023.93111,13.55362103
#281,m2,No UV,12037.76763,13.55528025
#303,m2,No UV,12044.68588,13.55610915
#974,m2,No UV,12058.5224,13.55776552
#289,m2,No UV,12072.35891,13.55941998
#317,m2,No UV,12079.27717,13.56024651
#970,m2,No UV,12086.19543,13.56107255
#003,m2,No UV,12100.03194,13.56272324
#006,m2,No UV,12106.9502,13.56354787
#009,m2,No UV,12134.62323,13.56684169
#006,m2,No UV,12141.54148,13.56766398
#289,m2,No UV,12148.45974,13.56848579
#970,m2,No UV,12148.45974,13.56848579
#970,m2,No UV,12155.378,13.56930714
#003,m2,No UV,12183.05103,13.57258786
#263,m2,No UV,12183.05103,13.57258786
#970,m2,No UV,12189.96929,13.57340687
#022,m2,No UV,12203.8058,13.57504351
#317,m2,No UV,12203.8058,13.57504351
#289,m2,No UV,12259.15186,13.58157155
#303,m2,No UV,12266.07012,13.58238548
#131,m2,No UV,12279.90663,13.58401197
#303,m2,No UV,12279.90663,13.58401197
#009,m2,No UV,12286.82489,13.58482453
#263,m2,No UV,12300.6614,13.58644827
#317,m2,No UV,12300.6614,13.58644827
#289,m2,No UV,12307.57966,13.58725946
#289,m2,No UV,12307.57966,13.58725946
#263,m2,No UV,12321.41617,13.58888046
#282,m2,No UV,12342.17095,13.59130856
#317,m2,No UV,12349.0892,13.59211702
#131,m2,No UV,12369.84397,13.59453968
#317,m2,No UV,12383.68049,13.59615253
#970,m2,No UV,12383.68049,13.59615253
#317,m2,No UV,12404.43526,13.59856843
#317,m2,No UV,12404.43526,13.59856843
#289,m2,No UV,12411.35352,13.59937284
#131,m2,No UV,12425.19003,13.6009803
#022,m2,No UV,12432.10829,13.60178335
#009,m2,No UV,12445.9448,13.60338813
#281,m2,No UV,12459.78132,13.60499113
#006,m2,No UV,12466.69958,13.60579196
#009,m2,No UV,12508.20912,13.61058762
#022,m2,No UV,12528.96389,13.61297949
#291,m2,No UV,12528.96389,13.61297949
#303,m2,No UV,12528.96389,13.61297949
#263,m2,No UV,12535.88215,13.6137759
#282,m2,No UV,12542.80041,13.61457187
#291,m2,No UV,12542.80041,13.61457187
#022,m2,No UV,12556.63692,13.61616249
#263,m2,No UV,12563.55518,13.61695715
#263,m2,No UV,12563.55518,13.61695715
#970,m2,No UV,12563.55518,13.61695715
#281,m2,No UV,12584.30995,13.61933849
#289,m2,No UV,12584.30995,13.61933849
#009,m2,No UV,12591.22821,13.6201314
#131,m2,No UV,12591.22821,13.6201314
#006,m2,No UV,12667.32904,13.62882474
#263,m2,No UV,12667.32904,13.62882474
#974,m2,No UV,12667.32904,13.62882474
#022,m2,No UV,12681.16555,13.63039973
#974,m2,No UV,12688.08381,13.63118658
#281,m2,No UV,12701.92032,13.632759
#006,m2,No UV,12722.67509,13.63511443
#263,m2,No UV,12722.67509,13.63511443
#281,m2,No UV,12729.59335,13.63589871
#281,m2,No UV,12729.59335,13.63589871
#317,m2,No UV,12778.02115,13.64137681
#263,m2,No UV,12791.85767,13.64293817
#263,m2,No UV,12805.69418,13.64449784
#022,m2,No UV,12833.36721,13.64761213
#289,m2,No UV,12840.28547,13.64838966
#022,m2,No UV,12867.9585,13.65149557
#303,m2,No UV,12874.87675,13.652271
#131,m2,No UV,12902.54978,13.65536858
#317,m2,No UV,12944.05933,13.6600025
#263,m2,No UV,12950.97758,13.66077338
#317,m2,No UV,12971.73236,13.66308354
#291,m2,No UV,12985.56887,13.6646216
#022,m2,No UV,12999.40538,13.66615801
#289,m2,No UV,13006.32364,13.66692561
#022,m2,No UV,13020.16016,13.66845957
#291,m2,No UV,13020.16016,13.66845957
#317,m2,No UV,13054.75144,13.67228737
#022,m2,No UV,13096.26099,13.67686736
#974,m2,No UV,13103.17924,13.67762928
#009,m2,No UV,13117.01576,13.67915191
#970,m2,No UV,13123.93402,13.67991262
#009,m2,No UV,13130.85227,13.68067294
#282,m2,No UV,13158.5253,13.68371019
#317,m2,No UV,13165.44356,13.68446851
#022,m2,No UV,13172.36182,13.68522642
#303,m2,No UV,13172.36182,13.68522642
#281,m2,No UV,13200.03484,13.68825412
#263,m2,No UV,13206.9531,13.68901005
#009,m2,No UV,13255.3809,13.69429051
#009,m2,No UV,13269.21742,13.69579567
#009,m2,No UV,13289.97219,13.69805047
#131,m2,No UV,13289.97219,13.69805047
#003,m2,No UV,13296.89045,13.69880128
#006,m2,No UV,13296.89045,13.69880128
#281,m2,No UV,13303.8087,13.69955171
#009,m2,No UV,13372.99128,13.70703458
#317,m2,No UV,13379.90953,13.70778074
#291,m2,No UV,13386.82779,13.70852651
#317,m2,No UV,13414.50082,13.71150575
#282,m2,No UV,13421.41908,13.7122496
#317,m2,No UV,13469.84688,13.71744583
#974,m2,No UV,13469.84688,13.71744583
#317,m2,No UV,13490.60165,13.71966707
#131,m2,No UV,13504.43816,13.721146
#263,m2,No UV,13525.19294,13.72336155
#317,m2,No UV,13525.19294,13.72336155
#317,m2,No UV,13525.19294,13.72336155
#974,m2,No UV,13525.19294,13.72336155
#009,m2,No UV,13559.78422,13.7270466
#131,m2,No UV,13559.78422,13.7270466
#006,m2,No UV,13580.53899,13.72925312
#009,m2,No UV,13594.37551,13.73072226
#009,m2,No UV,13615.13028,13.73292317
#022,m2,No UV,13656.63982,13.73731494
#022,m2,No UV,13663.55808,13.7380456
#009,m2,No UV,13670.47634,13.73877589
#281,m2,No UV,13705.06762,13.74242183
#317,m2,No UV,13718.90414,13.74387762
#003,m2,No UV,13725.8224,13.74460497
#317,m2,No UV,13725.8224,13.74460497
#317,m2,No UV,13732.74065,13.74533195
#974,m2,No UV,13760.41368,13.74823622
#317,m2,No UV,13781.16845,13.75041059
#003,m2,No UV,13801.92323,13.75258169
#970,m2,No UV,13843.43277,13.75691411
#970,m2,No UV,13857.26928,13.75835537
#289,m2,No UV,13864.18754,13.75907545
#970,m2,No UV,13864.18754,13.75907545
#006,m2,No UV,13871.1058,13.75979518
#022,m2,No UV,13884.94231,13.76123356
#282,m2,No UV,13891.86057,13.76195222
#003,m2,No UV,13926.45186,13.76554012
#022,m2,No UV,13926.45186,13.76554012
#289,m2,No UV,13926.45186,13.76554012
#022,m2,No UV,13933.37011,13.76625663
#009,m2,No UV,13940.28837,13.76697278
#009,m2,No UV,13988.71617,13.77197594
#974,m2,No UV,14002.55269,13.77340224
#003,m2,No UV,14009.47094,13.77411485
#263,m2,No UV,14016.3892,13.77482712
#970,m2,No UV,14016.3892,13.77482712
#303,m2,No UV,14044.06223,13.77767267
#009,m2,No UV,14064.817,13.77980316
#263,m2,No UV,14064.817,13.77980316
#009,m2,No UV,14071.73526,13.78051263
#003,m2,No UV,14078.65352,13.78122174
#022,m2,No UV,14078.65352,13.78122174
#009,m2,No UV,14106.32655,13.78405472
#317,m2,No UV,14106.32655,13.78405472
#317,m2,No UV,14106.32655,13.78405472
#131,m2,No UV,14120.16306,13.78546913
#974,m2,No UV,14133.99957,13.78688215
#291,m2,No UV,14147.83609,13.78829379
#317,m2,No UV,14168.59086,13.79040866
#970,m2,No UV,14189.34563,13.79252044
#970,m2,No UV,14196.26389,13.79322368
#009,m2,No UV,14210.1004,13.79462913
#006,m2,No UV,14237.77343,13.79743593
#282,m2,No UV,14244.69169,13.79813678
#131,m2,No UV,14258.5282,13.79953745
#009,m2,No UV,14286.20123,13.80233473
#263,m2,No UV,14306.95601,13.80442913
#003,m2,No UV,14348.46555,13.80860884
#131,m2,No UV,14376.13858,13.8113886
#289,m2,No UV,14383.05684,13.8120827
#303,m2,No UV,14403.81161,13.81416301
#009,m2,No UV,14410.72986,13.81485579
#970,m2,No UV,14424.56638,13.81624033
#006,m2,No UV,14452.23941,13.81900544
#970,m2,No UV,14466.07592,13.82038601
#263,m2,No UV,14493.74895,13.82314319
#303,m2,No UV,14528.34024,13.82658227
#970,m2,No UV,14528.34024,13.82658227
#974,m2,No UV,14528.34024,13.82658227
#974,m2,No UV,14549.09501,13.8286418
#003,m2,No UV,14569.84978,13.83069838
#263,m2,No UV,14590.60455,13.83275204
#009,m2,No UV,14597.52281,13.83343595
#974,m2,No UV,14597.52281,13.83343595
#317,m2,No UV,14604.44107,13.83411952
#303,m2,No UV,14611.35933,13.83480278
#970,m2,No UV,14625.19584,13.83616832
#022,m2,No UV,14639.03235,13.83753257
#003,m2,No UV,14666.70538,13.84025721
#009,m2,No UV,14673.62364,13.84093757
#131,m2,No UV,14701.29667,13.84365579
#263,m2,No UV,14715.13318,13.84501298
#289,m2,No UV,14777.3975,13.85110459
#263,m2,No UV,14805.07053,13.85380374
#970,m2,No UV,14839.66181,13.85717059
#317,m2,No UV,14853.49833,13.85851514
#263,m2,No UV,14860.41659,13.85918694
#970,m2,No UV,14860.41659,13.85918694
#006,m2,No UV,14888.08962,13.86187102
#282,m2,No UV,14888.08962,13.86187102
#282,m2,No UV,14895.00787,13.86254127
#009,m2,No UV,14901.92613,13.8632112
#131,m2,No UV,14915.76264,13.86455012
#289,m2,No UV,14943.43567,13.86722426
#009,m2,No UV,14950.35393,13.86789202
#282,m2,No UV,14957.27219,13.86855947
#974,m2,No UV,14957.27219,13.86855947
#970,m2,No UV,14971.1087,13.86989345
#303,m2,No UV,14978.02696,13.87055997
#317,m2,No UV,14998.78173,13.8725577
#263,m2,No UV,15012.61825,13.87388799
#006,m2,No UV,15054.12779,13.8778715
#131,m2,No UV,15061.04605,13.87853435
#281,m2,No UV,15074.88256,13.87985914
#282,m2,No UV,15081.80082,13.88052108
#291,m2,No UV,15088.71908,13.88118272
#009,m2,No UV,15095.63733,13.88184405
#970,m2,No UV,15102.55559,13.88250508
#009,m2,No UV,15109.47385,13.8831658
#282,m2,No UV,15109.47385,13.8831658
#289,m2,No UV,15123.31036,13.88448635
#281,m2,No UV,15130.22862,13.88514617
#289,m2,No UV,15144.06513,13.8864649
#317,m2,No UV,15150.98339,13.88712382
#974,m2,No UV,15185.57468,13.89041389
#009,m2,No UV,15199.41119,13.89172782
#303,m2,No UV,15206.32945,13.89238433
#289,m2,No UV,15213.24771,13.89304055
#289,m2,No UV,15220.16596,13.89369647
#289,m2,No UV,15220.16596,13.89369647
#282,m2,No UV,15227.08422,13.89435209
#006,m2,No UV,15234.00248,13.89500742
#022,m2,No UV,15240.92074,13.89566244
#003,m2,No UV,15254.75725,13.8969716
#006,m2,No UV,15254.75725,13.8969716
#263,m2,No UV,15254.75725,13.8969716
#317,m2,No UV,15268.59376,13.89827958
#131,m2,No UV,15317.02157,13.90284817
#282,m2,No UV,15323.93982,13.90349964
#291,m2,No UV,15337.77634,13.90480172
#970,m2,No UV,15337.77634,13.90480172
#006,m2,No UV,15351.61285,13.90610261
#282,m2,No UV,15351.61285,13.90610261
#291,m2,No UV,15372.36762,13.90805176
#317,m2,No UV,15379.28588,13.90870089
#003,m2,No UV,15386.20414,13.90934973
#022,m2,No UV,15386.20414,13.90934973
#006,m2,No UV,15420.79542,13.91258956
#303,m2,No UV,15420.79542,13.91258956
#317,m2,No UV,15427.71368,13.91323666
#131,m2,No UV,15441.5502,13.91452997
#009,m2,No UV,15455.38671,13.91582213
#009,m2,No UV,15462.30497,13.91646778
#317,m2,No UV,15469.22322,13.91711313
#281,m2,No UV,15496.89625,13.91969168
#022,m2,No UV,15524.56928,13.92226562
#009,m2,No UV,15538.4058,13.92355087
#970,m2,No UV,15545.32405,13.92419307
#303,m2,No UV,15552.24231,13.92483498
#282,m2,No UV,15559.16057,13.92547661
#289,m2,No UV,15572.99708,13.926759
