mouse,month,treatment,ln2volume,hotspots
#009,2,No UV,14.84873869,0
#009,2,No UV,16.94293119,0
#009,2,No UV,16.21706654,0
#009,2,No UV,16.62122093,0
#009,2,No UV,17.95287867,0
#009,2,No UV,15.31004491,0
#009,2,No UV,14.63118659,0
#009,2,No UV,15.69523142,0
#009,2,No UV,17.81065075,0
#009,2,No UV,16.9963546,0
#009,2,No UV,13.99436836,0
#009,2,No UV,13.92804026,0
#009,2,No UV,14.44862014,0
#009,2,No UV,15.30142001,0
#009,2,No UV,17.08789816,0
#009,2,No UV,15.01922735,0
#009,2,No UV,15.90089197,0
#009,2,No UV,20.11394727,0
#009,2,No UV,14.67381565,0
#009,2,No UV,15.4568546,0
#009,2,No UV,16.36842748,0
#009,2,No UV,13.08157936,0
#009,2,No UV,13.21772151,0
#009,2,No UV,16.5356628,0
#009,2,No UV,13.73877589,0
#009,2,No UV,15.01139151,0
#009,2,No UV,13.56684169,0
#009,2,No UV,15.77678404,0
#009,2,No UV,16.10852775,0
#009,2,No UV,16.13137143,0
#009,2,No UV,15.11683815,0
#009,2,No UV,12.84840038,0
#009,2,No UV,14.58360552,0
#009,2,No UV,15.35812712,0
#009,2,No UV,12.98393402,0
#009,2,No UV,15.78776459,0
#009,2,No UV,14.29274324,0
#009,2,No UV,15.38076179,0
#009,2,No UV,15.5870567,0
#009,2,No UV,15.08502941,0
#009,2,No UV,15.35002475,0
#009,2,No UV,15.23490595,0
#009,2,No UV,13.9414252,0
#009,2,No UV,12.85784302,0
#009,2,No UV,13.25801421,0
#009,2,No UV,13.55195989,0
#009,2,No UV,14.45929365,0
#009,2,No UV,15.29522765,0
#009,2,No UV,14.54153424,0
#009,2,No UV,14.75943536,0
#009,2,No UV,13.92355087,0
#009,2,No UV,12.99986203,0
#009,2,No UV,20.05323759,0
#009,2,No UV,19.66241013,0
#009,2,No UV,19.20502784,0
#009,2,No UV,18.98593467,0
#009,2,No UV,18.01937762,0
#009,2,No UV,16.79234457,0
#009,2,No UV,18.51737182,0
#009,2,No UV,16.59726032,0
#009,2,No UV,18.39336844,0
#009,2,No UV,19.86733905,0
#009,2,No UV,17.75975021,0
#009,2,No UV,16.40488847,0
#009,2,No UV,16.13567529,0
#009,2,No UV,17.61188371,0
#009,2,No UV,17.94138555,0
#009,2,No UV,16.36417418,0
#009,2,No UV,17.51981698,0
#009,2,No UV,16.3791233,0
#009,2,No UV,19.10048885,1
#009,2,No UV,17.39629324,0
#009,2,No UV,19.26775586,0
#009,2,No UV,16.76347816,0
#009,2,No UV,17.28219914,0
#009,2,No UV,16.57125596,0
#009,2,No UV,15.06449557,0
#009,2,No UV,13.79462913,0
#009,2,No UV,13.96033366,0
#009,2,No UV,14.52596469,0
#009,2,No UV,14.90805176,0
#009,2,No UV,16.89427015,0
#009,2,No UV,15.12942353,0
#009,2,No UV,13.47340325,0
#009,2,No UV,15.55507295,0
#009,2,No UV,13.42521971,0
#009,2,No UV,16.13234439,0
#009,2,No UV,14.61058762,0
#009,2,No UV,15.28701282,0
#009,2,No UV,13.73072226,0
#009,2,No UV,13.81485579,0
#009,2,No UV,13.26512861,0
#009,2,No UV,15.0668239,0
#009,2,No UV,12.86722426,0
#009,2,No UV,14.34978575,0
#009,2,No UV,13.67915191,0
#009,2,No UV,13.2972121,0
#009,2,No UV,13.13025866,0
#009,2,No UV,14.25239961,0
#009,2,No UV,14.0554376,0
#009,2,No UV,12.99620191,0
#009,2,No UV,17.49577106,0
#009,2,No UV,21.0580412,1
#009,2,No UV,19.14833861,0
#009,2,No UV,20.06934808,0
#009,2,No UV,19.91752641,0
#009,2,No UV,14.30314912,0
#009,2,No UV,18.95035881,0
#009,2,No UV,16.21837618,0
#009,2,No UV,18.4330809,0
#009,2,No UV,15.7847621,0
#009,2,No UV,15.99115404,0
#009,2,No UV,19.27991171,0
#009,2,No UV,18.69370213,0
#009,2,No UV,21.76281637,0
#009,2,No UV,17.20885427,0
#009,2,No UV,20.04943467,0
#009,2,No UV,18.57082027,0
#009,2,No UV,18.87018509,0
#009,2,No UV,17.69089815,0
#009,2,No UV,16.40890888,0
#009,2,No UV,18.36222055,0
#009,2,No UV,16.8456911,0
#009,2,No UV,16.10782128,0
#009,2,No UV,15.7682252,0
#009,2,No UV,15.74023537,0
#009,2,No UV,16.3963511,0
#009,2,No UV,15.22007693,0
#009,2,No UV,14.78829379,0
#009,2,No UV,15.08244265,0
#009,2,No UV,16.10329162,0
#009,2,No UV,15.85868312,0
#009,2,No UV,16.49323067,0
#009,2,No UV,15.08818472,0
#009,2,No UV,14.33392388,0
#009,2,No UV,15.21929221,0
#009,2,No UV,17.72354603,0
#009,2,No UV,13.9414252,0
#009,2,No UV,18.20148927,0
#009,2,No UV,16.21391855,0
#009,2,No UV,17.91767758,0
#009,2,No UV,17.69372567,0
#009,2,No UV,14.73694947,0
#009,2,No UV,14.22972012,0
#009,2,No UV,17.81169231,0
#009,2,No UV,16.32288635,0
#009,2,No UV,12.97031775,0
#009,2,No UV,16.47767498,0
#009,2,No UV,13.15344829,0
#009,2,No UV,17.09290479,0
#009,2,No UV,15.41839845,0
#009,2,No UV,16.14905986,0
#009,2,No UV,14.23490595,0
#009,2,No UV,16.0489747,0
#009,2,No UV,14.37349143,0
#009,2,No UV,15.2495841,0
#009,2,No UV,13.320815,0
#009,2,No UV,15.51449612,0
#009,2,No UV,13.07696642,0
#009,2,No UV,15.10697305,0
#009,2,No UV,15.95358659,0
#009,2,No UV,12.8456911,0
#009,2,No UV,15.28000578,0
#009,2,No UV,15.52257609,0
#009,2,No UV,14.3507415,0
#009,2,No UV,13.04307409,0
#009,2,No UV,17.31904591,0
#009,2,No UV,13.7270466,0
#009,2,No UV,15.76015491,0
#009,2,No UV,14.24110443,0
#009,2,No UV,13.4023556,0
#009,2,No UV,13.80233473,0
#009,2,No UV,14.06595122,0
#009,2,No UV,15.35693844,0
#009,2,No UV,12.88975647,0
#009,2,No UV,14.32956747,0
#009,2,No UV,13.73292317,0
#009,2,No UV,12.75763492,0
#009,2,No UV,17.57238303,0
#009,2,No UV,17.49398785,0
#009,2,No UV,21.35984896,1
#009,2,No UV,20.1183735,0
#009,2,No UV,18.31806893,0
#009,2,No UV,19.85265511,0
#009,2,No UV,19.02548797,0
#009,2,No UV,16.77447103,0
#009,2,No UV,15.22138383,0
#009,2,No UV,17.975284,0
#009,2,No UV,14.91420675,0
#009,2,No UV,15.8065205,0
#009,2,No UV,15.64663964,0
#009,2,No UV,16.43494096,0
#009,2,No UV,17.97338488,0
#009,2,No UV,18.11230153,0
#009,2,No UV,17.54158656,0
#009,2,No UV,16.07754385,0
#009,2,No UV,18.18905216,0
#009,2,No UV,16.98531938,0
#009,2,No UV,15.24342202,0
#009,2,No UV,16.52902874,0
#009,2,No UV,15.02791741,0
#009,2,No UV,14.92290839,0
#009,2,No UV,13.8831658,0
#009,2,No UV,15.23568222,0
#009,2,No UV,13.10215698,0
#009,2,No UV,18.12604326,0
#009,2,No UV,15.54550487,0
#009,2,No UV,15.98331788,0
#009,2,No UV,14.47822172,0
#009,2,No UV,13.24573588,0
#009,2,No UV,13.96845099,0
#009,2,No UV,14.69240685,0
#009,2,No UV,13.01078699,0
#009,2,No UV,15.13192748,0
#009,2,No UV,13.42249507,0
#009,2,No UV,13.36216131,0
#009,2,No UV,13.28626369,0
#009,2,No UV,12.89893312,0
#009,2,No UV,16.72750657,0
#009,2,No UV,15.68200252,0
#009,2,No UV,16.00503135,0
#009,2,No UV,15.60919053,0
#009,2,No UV,13.54111565,0
#009,2,No UV,17.36506131,1
#009,2,No UV,15.22477626,0
#009,2,No UV,19.52444345,0
#009,2,No UV,19.27212927,0
#009,2,No UV,17.24881527,0
#009,2,No UV,16.57831122,0
#009,2,No UV,14.71410754,0
#009,2,No UV,20.05336602,0
#009,2,No UV,16.48552818,0
#009,2,No UV,17.73292317,0
#009,2,No UV,15.42635346,0
#009,2,No UV,16.47010867,0
#009,2,No UV,18.00389265,0
#009,2,No UV,16.40166405,0
#009,2,No UV,20.07936483,1
#009,2,No UV,17.69056791,0
#009,2,No UV,20.03359194,0
#009,2,No UV,16.47822172,0
#009,2,No UV,19.9392427,0
#009,2,No UV,15.65459481,0
#009,2,No UV,16.3713738,0
#009,2,No UV,16.00138434,0
#009,2,No UV,16.51726542,0
#009,2,No UV,16.05997369,0
#009,2,No UV,16.065078,0
#009,2,No UV,17.25744099,0
#009,2,No UV,15.03803954,0
#009,2,No UV,14.02522609,0
#009,2,No UV,14.92258704,0
#009,2,No UV,14.54404328,0
#009,2,No UV,15.41566088,0
#009,2,No UV,16.84704638,0
#009,2,No UV,14.4120027,0
#009,2,No UV,14.15946067,0
#009,2,No UV,16.36322729,0
#009,2,No UV,14.74132901,0
#009,2,No UV,14.40649797,0
#009,2,No UV,12.87521705,0
#009,2,No UV,14.62290315,0
#009,2,No UV,15.15864227,0
#009,2,No UV,16.01244882,0
#009,2,No UV,13.86789202,0
#009,2,No UV,15.60238536,0
#009,2,No UV,13.89172782,0
#009,2,No UV,15.10866901,0
#009,2,No UV,14.73548666,0
#009,2,No UV,15.61933849,0
#009,2,No UV,16.00351288,0
#009,2,No UV,15.74878012,0
#009,2,No UV,15.59574949,0
#009,2,No UV,13.96346112,0
#009,2,No UV,15.37631011,0
#009,2,No UV,15.60278655,0
#009,2,No UV,15.50207564,0
#009,2,No UV,14.26917828,0
#009,2,No UV,15.81312323,0
#009,2,No UV,14.18272608,0
#009,2,No UV,14.42748632,0
#009,2,No UV,12.87122619,0
#009,2,No UV,15.78935161,0
#009,2,No UV,14.5494646,0
#009,2,No UV,13.37066723,0
#009,2,No UV,12.9477556,0
#009,2,No UV,14.36594791,0
#009,2,No UV,15.25597507,0
#009,2,No UV,13.84093757,0
#009,2,No UV,12.86989345,0
#009,2,No UV,14.26005048,0
#009,2,No UV,15.07436515,0
#009,2,No UV,13.58482453,0
#009,2,No UV,13.31788567,0
#009,2,No UV,13.91646778,0
#009,2,No UV,15.17519241,0
#009,2,No UV,14.34930764,0
#009,2,No UV,13.44772711,0
#009,2,No UV,13.16327372,0
#009,2,No UV,15.47274493,0
#009,2,No UV,16.10215698,0
#009,2,No UV,13.69429051,0
#009,2,No UV,12.9640858,0
#009,2,No UV,14.41246048,0
#009,2,No UV,14.83001318,0
#009,2,No UV,15.50958354,0
#009,2,No UV,12.99864302,0
#009,2,No UV,13.11458921,0
#009,2,No UV,14.69391397,0
#009,2,No UV,15.09133315,0
#009,2,No UV,13.09988502,0
#009,2,No UV,14.84975312,0
#009,2,No UV,13.24161977,0
#009,2,No UV,12.91452997,0
#009,2,No UV,12.92611795,0
#009,2,No UV,13.83343595,0
#009,2,No UV,14.12356401,0
#009,2,No UV,15.49019798,0
#009,2,No UV,18.50180677,0
#009,2,No UV,17.84059743,0
#009,2,No UV,18.1490942,0
#009,2,No UV,17.65643183,0
#009,2,No UV,20.43889264,1
#009,2,No UV,17.21575571,0
#009,2,No UV,15.9873181,0
#009,2,No UV,18.8056059,1
#009,2,No UV,19.55676934,0
#009,2,No UV,17.8558248,0
#009,2,No UV,19.25957349,0
#009,2,No UV,16.9521704,0
#009,2,No UV,17.75474953,0
#009,2,No UV,15.53398085,0
#009,2,No UV,17.92888047,0
#009,2,No UV,18.52651987,1
#009,2,No UV,16.42986243,0
#009,2,No UV,15.35883985,0
#009,2,No UV,15.51492251,0
#009,2,No UV,15.02222984,0
#009,2,No UV,13.53776249,0
#009,2,No UV,17.02417811,0
#009,2,No UV,13.68067294,0
#009,2,No UV,15.27170357,0
#009,2,No UV,15.05602371,0
#009,2,No UV,14.42929704,0
#009,2,No UV,13.43696737,0
#009,2,No UV,16.13664535,0
#009,2,No UV,16.80338231,0
#009,2,No UV,15.19022062,0
#009,2,No UV,14.08961668,0
#009,2,No UV,14.31886277,0
#009,2,No UV,13.3507415,0
#009,2,No UV,13.70703458,0
#009,2,No UV,15.21614909,0
#009,2,No UV,14.6421577,0
#009,2,No UV,14.51534878,0
#009,2,No UV,12.9426935,0
#009,2,No UV,15.28176074,0
#009,2,No UV,16.49387971,0
#009,2,No UV,15.00533485,0
#009,2,No UV,15.33416551,0
#009,2,No UV,14.21667342,0
#009,2,No UV,13.04070708,0
#009,2,No UV,13.78405472,0
#009,2,No UV,13.88184405,0
#009,2,No UV,13.02642285,0
#009,2,No UV,13.48737619,0
#009,2,No UV,16.37631011,0
#009,2,No UV,13.4306536,0
#009,2,No UV,14.04366524,0
#009,2,No UV,13.31004491,0
#009,2,No UV,14.848062,0
#009,2,No UV,20.52465519,1
#009,2,No UV,16.20786565,0
#009,2,No UV,18.1823906,0
#009,2,No UV,15.4311055,0
#009,2,No UV,18.06442275,0
#009,2,No UV,17.47406126,0
#009,2,No UV,19.11838226,0
#009,2,No UV,16.40867944,0
#009,2,No UV,16.92234598,0
#009,2,No UV,17.86910155,0
#009,2,No UV,16.64732045,0
#009,2,No UV,18.2234072,0
#009,2,No UV,16.64284064,0
#009,2,No UV,17.32386007,0
#009,2,No UV,19.44461112,0
#009,2,No UV,16.86036184,0
#009,2,No UV,18.24496501,1
#009,2,No UV,16.45363318,0
#009,2,No UV,18.16724627,0
#009,2,No UV,17.15638929,0
#009,2,No UV,16.86563709,0
#009,2,No UV,16.0789864,0
#009,2,No UV,16.89607168,0
#009,2,No UV,19.7211229,0
#009,2,No UV,19.03850301,0
#009,2,No UV,18.72566581,1
#009,2,No UV,18.05026224,0
#009,2,No UV,17.75348535,0
#009,2,No UV,20.77668404,0
#009,2,No UV,19.58110079,0
#009,2,No UV,15.68295148,0
#009,2,No UV,17.78432003,0
#009,2,No UV,14.74859885,0
#009,2,No UV,16.90341823,0
#009,2,No UV,16.73987064,0
#009,2,No UV,17.71355041,0
#009,2,No UV,19.23547202,0
#009,2,No UV,16.57688251,0
#009,2,No UV,17.44504469,0
#009,2,No UV,16.3727859,0
#009,2,No UV,18.31188642,0
#009,2,No UV,15.91840298,0
#009,2,No UV,15.27119886,0
#009,2,No UV,15.85616136,0
#009,2,No UV,14.90707752,0
#009,2,No UV,15.50508349,0
#009,2,No UV,15.564578,0
#009,2,No UV,15.95437275,0
#009,2,No UV,16.12244521,0
#009,2,No UV,15.09960077,0
#009,2,No UV,16.96907351,0
#009,2,No UV,15.01018221,0
#009,2,No UV,16.93139815,0
#009,2,No UV,15.55921328,0
#009,2,No UV,18.27909613,0
#009,2,No UV,19.15597928,0
#009,2,No UV,15.4819341,0
#009,2,No UV,15.6236941,0
#009,2,No UV,13.26208388,0
#009,2,No UV,15.32032719,0
#009,2,No UV,15.8472157,0
#009,2,No UV,14.21562456,0
#009,2,No UV,14.05836575,0
#009,2,No UV,15.62468218,0
#009,2,No UV,15.05953534,0
#009,2,No UV,14.08273029,0
#009,2,No UV,14.39773898,0
#009,2,No UV,16.32288635,0
#009,2,No UV,14.31544001,0
#009,2,No UV,15.58583958,0
#009,2,No UV,15.43584194,0
#009,2,No UV,14.20720619,0
#009,2,No UV,13.60338813,0
#009,2,No UV,15.26411441,0
#009,2,No UV,14.38146344,0
#009,2,No UV,14.703298,0
#009,2,No UV,15.2472764,0
#009,2,No UV,12.87122619,0
#009,2,No UV,13.24778954,0
#009,2,No UV,15.18915235,0
#009,2,No UV,14.44146035,0
#009,2,No UV,14.07812104,0
#009,2,No UV,14.55528025,0
#009,2,No UV,13.32859759,0
#009,2,No UV,12.82795562,0
#009,2,No UV,13.20826118,0
#009,2,No UV,19.79790685,0
#009,2,No UV,15.85666607,0
#009,2,No UV,16.75691411,0
#009,2,No UV,18.23871859,0
#009,2,No UV,19.95516831,0
#009,2,No UV,18.38651104,0
#009,2,No UV,17.89357351,0
#009,2,No UV,19.81264642,1
#009,2,No UV,18.78546913,0
#009,2,No UV,19.02689007,0
#009,2,No UV,17.4796969,0
#009,2,No UV,17.36966566,0
#009,2,No UV,18.42788261,0
#009,2,No UV,16.43121845,0
#009,2,No UV,15.18647822,0
#009,2,No UV,17.60944011,0
#009,2,No UV,16.32239924,0
#009,2,No UV,17.38082028,0
#009,2,No UV,19.13492997,0
#009,2,No UV,18.70519085,0
#009,2,No UV,18.82454131,0
#009,2,No UV,15.26284566,0
#009,2,No UV,16.17882963,0
#009,2,No UV,16.64459526,0
#009,2,No UV,15.24624957,0
#009,2,No UV,17.81719143,0
#009,2,No UV,14.85548815,0
#009,2,No UV,15.62547215,0
#009,2,No UV,15.66192892,0
#009,2,No UV,17.39096044,0
#009,2,No UV,15.6262617,0
#009,2,No UV,17.17012546,0
#009,2,No UV,14.54779867,0
#009,2,No UV,16.73731494,0
#009,2,No UV,13.2972121,0
#009,2,No UV,14.43200888,0
#009,2,No UV,13.48215218,0
#009,2,No UV,14.14300389,0
#009,2,No UV,13.6201314,0
#009,2,No UV,12.91452997,0
#009,2,No UV,14.7794483,0
#009,2,No UV,13.18272608,0
#009,2,No UV,14.63824902,0
#009,2,No UV,14.22659966,0
#009,2,No UV,14.70628804,0
#009,2,No UV,13.36216131,0
#009,2,No UV,14.4306536,0
#009,2,No UV,13.15344829,0
#009,2,No UV,13.27925301,0
#009,2,No UV,13.0513282,0
#022,6,UV,23.42797105,0
#022,6,UV,16.03075281,0
#022,6,UV,16.23490595,0
#022,6,UV,18.70088744,0
#022,6,UV,12.82795562,0
#022,6,UV,14.46944885,0
#022,6,UV,18.35104004,0
#022,6,UV,16.70955132,0
#022,6,UV,16.87372177,0
#022,6,UV,14.45530033,0
#022,6,UV,16.48389562,0
#022,6,UV,16.48878777,0
#022,6,UV,16.76938719,0
#022,6,UV,13.16544809,0
#022,6,UV,15.68484752,0
#022,6,UV,14.8864649,0
#022,6,UV,17.98589622,1
#022,6,UV,15.94964931,0
#022,6,UV,15.01922735,0
#022,6,UV,15.49409599,0
#022,6,UV,17.78325851,0
#022,6,UV,13.36310889,0
#022,6,UV,13.61457187,0
#022,6,UV,17.51134759,0
#022,6,UV,18.25683568,0
#022,6,UV,15.27648946,0
#022,6,UV,12.99130727,0
#022,6,UV,12.93251572,0
#022,6,UV,14.78263893,0
#022,6,UV,17.30875446,0
#022,6,UV,16.92699933,0
#022,6,UV,13.0347725,0
#022,6,UV,15.52532993,0
#022,6,UV,16.79383873,0
#022,6,UV,13.50035404,0
#022,6,UV,17.1033625,0
#022,6,UV,15.56478393,0
#022,6,UV,18.67357696,0
#022,6,UV,15.38543298,0
#022,6,UV,15.09304759,0
#022,6,UV,14.68636255,0
#022,6,UV,19.20952944,1
#022,6,UV,13.54278931,0
#022,6,UV,14.10499191,0
#022,6,UV,19.09499171,0
#022,6,UV,17.72437588,0
#022,6,UV,15.01320356,0
#022,6,UV,20.03576639,1
#022,6,UV,14.19555012,0
#022,6,UV,15.08388031,0
#022,6,UV,15.47318384,0
#022,6,UV,14.29671624,0
#022,6,UV,17.10718515,0
#022,6,UV,19.74893872,0
#022,6,UV,17.66668578,0
#022,6,UV,13.90480172,0
#022,6,UV,17.38718078,0
#022,6,UV,13.0571952,0
#022,6,UV,15.44033842,0
#022,6,UV,16.81814191,0
#022,6,UV,13.89369647,0
#022,6,UV,16.91961117,0
#022,6,UV,12.85380374,0
#022,6,UV,15.66250635,0
#022,6,UV,14.31249973,0
#022,6,UV,15.05426468,0
#022,6,UV,16.76356788,0
#022,6,UV,24.229955,1
#022,6,UV,21.77787254,0
#022,6,UV,16.17546215,0
#022,6,UV,19.5203878,0
#022,6,UV,19.25963709,0
#022,6,UV,18.21375441,0
#022,6,UV,17.14334866,0
#022,6,UV,17.78104449,0
#022,6,UV,17.09561542,0
#022,6,UV,17.1664662,0
#022,6,UV,18.53126983,0
#022,6,UV,15.6405955,0
#022,6,UV,18.64520401,0
#022,6,UV,15.24496501,0
#022,6,UV,13.91323666,0
#022,6,UV,17.54006862,0
#022,6,UV,19.19292114,0
#022,6,UV,12.94015578,0
#022,6,UV,15.29993627,0
#022,6,UV,13.57749499,0
#022,6,UV,15.45485595,0
#022,6,UV,12.80999939,0
#022,6,UV,17.34085485,0
#022,6,UV,13.1987384,0
#022,6,UV,17.26797722,0
#022,6,UV,15.49431223,0
#022,6,UV,17.46658614,0
#022,6,UV,17.87451114,0
#022,6,UV,13.66539001,0
#022,6,UV,21.02549732,0
#022,6,UV,14.6405955,0
#022,6,UV,14.68598394,0
#022,6,UV,13.88448635,0
#022,6,UV,18.78774253,0
#022,6,UV,16.30067833,0
#022,6,UV,18.53847045,0
#022,6,UV,13.97837925,0
#022,6,UV,16.2334817,0
#022,6,UV,14.94712381,0
#022,6,UV,16.54936054,0
#022,6,UV,14.62211176,0
#022,6,UV,19.67413781,0
#022,6,UV,19.28793309,1
#022,6,UV,23.86862007,2
#022,6,UV,16.94506857,0
#022,6,UV,17.51620093,0
#022,6,UV,15.51683972,0
#022,6,UV,20.51557518,0
#022,6,UV,18.57138408,0
#022,6,UV,19.08796981,0
#022,6,UV,14.83275204,0
#022,6,UV,16.89222023,0
#022,6,UV,14.57871917,0
#022,6,UV,13.46017955,0
#022,6,UV,15.95122551,0
#022,6,UV,18.61787542,0
#022,6,UV,14.79427789,0
#022,6,UV,17.50744241,0
#022,6,UV,17.87550762,0
#022,6,UV,16.57064083,0
#022,6,UV,14.11402642,0
#022,6,UV,18.46031792,0
#022,6,UV,12.95908078,0
#022,6,UV,14.127473,0
#022,6,UV,15.50572721,0
#022,6,UV,17.9385277,0
#022,6,UV,13.60499113,0
#022,6,UV,16.05924303,0
#022,6,UV,18.48756629,0
#022,6,UV,13.89566244,0
#022,6,UV,16.02252975,0
#022,6,UV,20.89151746,1
#022,6,UV,19.93238605,1
#022,6,UV,18.48979133,0
#022,6,UV,16.3405542,0
#022,6,UV,18.0554376,0
#022,6,UV,20.97000193,0
#022,6,UV,22.47812435,0
#022,6,UV,19.46789433,0
#022,6,UV,14.9546871,0
#022,6,UV,19.83877846,0
#022,6,UV,21.03193103,0
#022,6,UV,22.04465072,0
#022,6,UV,16.07277317,0
#022,6,UV,16.59897069,0
#022,6,UV,19.73223574,0
#022,6,UV,17.35878047,0
#022,6,UV,14.7288856,0
#022,6,UV,13.28925787,0
#022,6,UV,15.56684169,0
#022,6,UV,16.44448522,0
#022,6,UV,15.19262133,0
#022,6,UV,15.55382854,0
#022,6,UV,19.23581155,0
#022,6,UV,22.15681839,0
#022,6,UV,17.20575432,0
#022,6,UV,17.81307989,0
#022,6,UV,14.97590359,0
#022,6,UV,13.64605583,0
#022,6,UV,15.45552247,0
#022,6,UV,16.37724845,0
#022,6,UV,13.41154477,0
#022,6,UV,15.22268956,0
#022,6,UV,13.94332724,0
#022,6,UV,16.6210229,0
#022,6,UV,14.38146344,0
#022,6,UV,16.23568222,0
#022,6,UV,18.98065775,0
#022,6,UV,12.91969168,0
#022,6,UV,14.37865481,0
#022,6,UV,12.8791969,0
#022,6,UV,13.58157155,0
#022,6,UV,19.37091751,0
#022,6,UV,20.38330363,0
#022,6,UV,18.12321448,0
#022,6,UV,16.98385702,0
#022,6,UV,23.94620586,1
#022,6,UV,19.14057091,0
#022,6,UV,13.48476655,0
#022,6,UV,18.30632405,0
#022,6,UV,16.00927457,0
#022,6,UV,14.04189107,0
#022,6,UV,18.22542774,0
#022,6,UV,18.07815711,0
#022,6,UV,17.75673386,0
#022,6,UV,16.73904966,0
#022,6,UV,15.26588879,0
#022,6,UV,13.48215218,0
#022,6,UV,16.79199278,0
#022,6,UV,15.45574458,0
#022,6,UV,18.84590294,0
#022,6,UV,13.41062849,0
#022,6,UV,16.48269723,0
#022,6,UV,13.25495441,0
#022,6,UV,14.12803056,0
#022,6,UV,17.52987286,0
#022,6,UV,12.97031775,0
#022,6,UV,17.2129334,0
#022,6,UV,19.45746475,0
#022,6,UV,20.83833666,1
#022,6,UV,19.04111419,0
#022,6,UV,20.49078742,0
#022,6,UV,23.387541,0
#022,6,UV,18.89061927,0
#022,6,UV,21.94007641,0
#022,6,UV,19.6717019,0
#022,6,UV,18.173134,0
#022,6,UV,18.79014447,0
#022,6,UV,18.57680593,0
#022,6,UV,17.29181048,0
#022,6,UV,20.74300773,0
#022,6,UV,19.38207709,1
#022,6,UV,17.18192078,0
#022,6,UV,18.35652218,0
#022,6,UV,19.06896701,0
#022,6,UV,18.63734362,0
#022,6,UV,19.55302428,0
#022,6,UV,17.3731975,0
#022,6,UV,16.85380374,0
#022,6,UV,15.68674107,0
#022,6,UV,15.3061085,0
#022,6,UV,16.38356632,0
#022,6,UV,18.68207372,0
#022,6,UV,17.50679945,0
#022,6,UV,17.36020495,0
#022,6,UV,17.32093693,0
#022,6,UV,15.19475195,0
#022,6,UV,19.0539713,0
#022,6,UV,16.6334464,0
#022,6,UV,14.38379978,0
#022,6,UV,15.75420788,0
#022,6,UV,13.34787236,0
#022,6,UV,16.31151831,0
#022,6,UV,15.7847621,0
#022,6,UV,16.33259415,0
#022,6,UV,16.59151072,0
#022,6,UV,17.53240224,0
#022,6,UV,13.40327716,0
#022,6,UV,15.09076122,0
#022,6,UV,16.79892482,0
#022,6,UV,13.01078699,0
#022,6,UV,20.28879823,0
#022,6,UV,13.34115545,0
#022,6,UV,14.71113368,0
#022,6,UV,14.89500741,0
#022,6,UV,21.8456805,1
#022,6,UV,19.29916288,0
#022,6,UV,21.2511725,0
#022,6,UV,18.99606829,0
#022,6,UV,18.88395002,0
#022,6,UV,19.58291938,0
#022,6,UV,19.09979619,0
#022,6,UV,19.1290406,0
#022,6,UV,18.77019109,0
#022,6,UV,19.42121613,1
#022,6,UV,13.35931482,0
#022,6,UV,17.28257481,0
#022,6,UV,18.78624205,0
#022,6,UV,15.85009111,0
#022,6,UV,17.84899236,0
#022,6,UV,13.2782487,0
#022,6,UV,18.76504731,0
#022,6,UV,17.36801451,0
#022,6,UV,15.6901432,0
#022,6,UV,18.87020592,0
#022,6,UV,16.6245834,0
#022,6,UV,17.10208603,0
#022,6,UV,16.70908559,0
#022,6,UV,15.201125,0
#022,6,UV,16.32057111,0
#022,6,UV,13.96283617,0
#022,6,UV,14.60739228,0
#022,6,UV,15.84059743,0
#022,6,UV,20.58986737,0
#022,6,UV,17.65415938,0
#022,6,UV,15.41268932,0
#022,6,UV,12.783347,0
#022,6,UV,12.78051263,0
#022,6,UV,14.13359438,0
#022,6,UV,18.97291941,0
#022,6,UV,17.27372062,0
#022,6,UV,19.00759014,0
#022,6,UV,17.14720448,0
#022,6,UV,16.08947355,0
#022,6,UV,22.42479255,1
#022,6,UV,16.55123255,0
#022,6,UV,20.50494934,0
#022,6,UV,15.91856413,0
#022,6,UV,18.72280798,0
#022,6,UV,24.49647462,0
#022,6,UV,18.1447958,0
#022,6,UV,16.93586323,0
#022,6,UV,19.54756425,0
#022,6,UV,21.19443589,0
#022,6,UV,19.04763074,0
#022,6,UV,18.07280937,0
#022,6,UV,13.98516552,0
#022,6,UV,15.84025721,0
#022,6,UV,14.64955516,0
#022,6,UV,20.97659062,1
#022,6,UV,18.99803313,0
#022,6,UV,16.10838648,0
#022,6,UV,16.86622204,0
#022,6,UV,16.31029058,0
#022,6,UV,15.08703814,0
#022,6,UV,14.49431223,0
#022,6,UV,17.07320752,0
#022,6,UV,13.11571412,0
#022,6,UV,13.75547142,0
#022,6,UV,14.69617171,0
#022,6,UV,14.60499113,0
#022,6,UV,9.448620144,0
#022,6,UV,15.4760335,0
#022,6,UV,18.26017765,0
#022,6,UV,18.37490146,1
#022,6,UV,18.77969228,0
#022,6,UV,18.448927,0
#022,6,UV,19.08377254,0
#022,6,UV,18.17228954,0
#022,6,UV,18.68069669,0
#022,6,UV,21.56711477,1
#022,6,UV,14.71633393,0
#022,6,UV,18.26262352,0
#022,6,UV,17.26221087,0
#022,6,UV,21.51456942,0
#022,6,UV,15.24419372,0
#022,6,UV,17.43403941,0
#022,6,UV,15.95043763,0
