mouse,month,treatment,ln2volume,hotspots
#003,1,UV,12.91064654,0
#003,1,UV,14.38659842,0
#003,1,UV,22.08938408,0
#003,1,UV,19.18649495,0
#003,1,UV,13.38099571,0
#003,1,UV,19.68645719,0
#003,1,UV,17.9092281,1
#003,1,UV,16.64566649,0
#003,1,UV,17.79888105,0
#003,1,UV,16.87845151,0
#003,1,UV,16.87704251,0
#003,1,UV,14.93538549,0
#003,1,UV,14.40833522,0
#003,1,UV,17.7134111,0
#003,1,UV,19.17544529,0
#003,1,UV,18.96800339,0
#003,1,UV,16.69880128,0
#003,1,UV,14.83616832,0
#003,1,UV,13.86388082,0
#003,1,UV,15.02761862,0
#003,1,UV,12.77909335,0
#003,1,UV,13.43696737,0
#003,1,UV,15.03774284,0
#003,1,UV,13.71299306,0
#003,1,UV,16.52681059,0
#003,1,UV,15.62270534,0
#003,1,UV,16.68019779,0
#003,1,UV,14.84025721,0
#003,1,UV,13.38846116,0
#003,1,UV,13.54027809,0
#003,1,UV,14.98701079,0
#003,1,UV,13.6646216,0
#003,1,UV,13.03714926,0
#003,1,UV,15.71317887,0
#003,1,UV,16.12034511,0
#003,1,UV,15.06011978,0
#003,1,UV,13.07465441,0
#003,1,UV,14.00715452,0
#003,1,UV,13.06420426,0
#003,1,UV,15.25444381,0
#003,1,UV,14.31592947,0
#003,1,UV,15.9477556,0
#003,1,UV,14.75511052,0
#003,1,UV,15.48650683,0
#003,1,UV,14.09418941,0
#003,1,UV,21.05329263,3
#003,1,UV,20.41827736,0
#003,1,UV,14.00533485,0
#003,1,UV,20.65785634,0
#003,1,UV,15.69955171,0
#003,1,UV,17.2343882,0
#003,1,UV,17.41291812,0
#003,1,UV,18.09365429,0
#003,1,UV,16.1388602,0
#003,1,UV,18.31953415,0
#003,1,UV,17.74105568,0
#003,1,UV,17.18768219,0
#003,1,UV,15.02342909,0
#003,1,UV,14.58969028,0
#003,1,UV,17.3903215,0
#003,1,UV,15.14438248,0
#003,1,UV,14.78440845,0
#003,1,UV,13.9151762,0
#003,1,UV,17.91670982,0
#003,1,UV,16.57412313,0
#003,1,UV,16.60258597,0
#003,1,UV,16.30697051,0
#003,1,UV,14.90349964,0
#003,1,UV,16.07696642,0
#003,1,UV,13.95279999,0
#003,1,UV,18.5156684,0
#003,1,UV,15.80285861,0
#003,1,UV,17.33971203,0
#003,1,UV,14.72998788,0
#003,1,UV,14.37019599,0
#003,1,UV,13.30216132,0
#003,1,UV,16.89885144,0
#003,1,UV,8.697299256,0
#003,1,UV,13.78970405,0
#003,1,UV,14.51193513,0
#003,1,UV,13.57749499,0
#003,1,UV,15.02012875,0
#003,1,UV,17.15139288,0
#003,1,UV,16.29993627,0
#003,1,UV,13.96471021,0
#003,1,UV,16.25674008,0
#003,1,UV,18.06598759,0
#003,1,UV,19.23886378,0
#003,1,UV,17.58197857,1
#003,1,UV,17.15084427,0
#003,1,UV,17.5862454,0
#003,1,UV,17.33718257,0
#003,1,UV,14.75835537,0
#003,1,UV,16.31568476,0
#003,1,UV,15.49776779,0
#003,1,UV,17.02170486,0
#003,1,UV,17.67834321,0
#003,1,UV,20.40484533,1
#003,1,UV,19.464118,1
#003,1,UV,13.47076818,0
#003,1,UV,17.30561569,0
#003,1,UV,17.46250246,0
#003,1,UV,17.11472987,0
#003,1,UV,15.45352197,0
#003,1,UV,15.37090279,0
#003,1,UV,13.84433454,0
#003,1,UV,14.84331629,0
#003,1,UV,17.63418253,0
#003,1,UV,16.59413619,0
#003,1,UV,14.99467412,0
#003,1,UV,16.50551267,0
#003,1,UV,17.10031128,0
#003,1,UV,14.91032245,0
#003,1,UV,15.07523276,0
#003,1,UV,12.89238433,0
#003,1,UV,16.12858791,0
#003,1,UV,16.7852924,0
#003,1,UV,16.39287556,0
#003,1,UV,14.73950582,0
#003,1,UV,14.60499113,0
#003,1,UV,16.01516406,0
#003,1,UV,14.20297851,0
#003,1,UV,13.69127547,0
#003,1,UV,16.38449995,0
#003,1,UV,16.73338127,0
#003,1,UV,17.30160538,0
#003,1,UV,17.16476895,0
#003,1,UV,13.98762535,0
#003,1,UV,15.83855492,0
#003,1,UV,15.44258141,0
#003,1,UV,13.57912699,0
#003,1,UV,17.95884574,1
#003,1,UV,16.98262441,0
#003,1,UV,17.40517601,1
#003,1,UV,13.45663266,0
#003,1,UV,14.53356006,0
#003,1,UV,13.40695751,0
#003,1,UV,15.76715177,0
#003,1,UV,14.66038799,0
#003,1,UV,14.68295148,0
#003,1,UV,12.96907351,0
#003,1,UV,15.2400732,0
#003,1,UV,13.93251572,0
#003,1,UV,14.56024651,0
#003,1,UV,12.95782681,0
#003,1,UV,13.27220809,0
#003,1,UV,14.5012151,0
#003,1,UV,18.54258021,0
#003,1,UV,19.27469661,0
#003,1,UV,18.52405958,0
#003,1,UV,18.70512079,0
#003,1,UV,16.08330542,0
#003,1,UV,17.51097358,0
#003,1,UV,18.4095683,1
#003,1,UV,16.39981829,0
#003,1,UV,17.13754554,0
#003,1,UV,17.24129771,0
#003,1,UV,15.65942408,0
#003,1,UV,17.37601676,0
#003,1,UV,14.5573516,0
#003,1,UV,18.84287058,0
#003,1,UV,16.56612181,0
#003,1,UV,17.45602216,0
#003,1,UV,16.18674586,0
#003,1,UV,15.75853542,0
#003,1,UV,16.14134784,0
#003,1,UV,15.5249066,0
#003,1,UV,19.1463103,0
#003,1,UV,15.25393303,0
#003,1,UV,17.62892322,0
#003,1,UV,18.61068736,0
#003,1,UV,16.82245439,0
#003,1,UV,15.39565666,0
#003,1,UV,17.59796484,0
#003,1,UV,14.64449784,0
#003,1,UV,13.37349143,0
#003,1,UV,15.01651976,0
#003,1,UV,14.4374173,0
#003,1,UV,16.3316263,0
#003,1,UV,14.07465441,0
#003,1,UV,14.98393402,0
#003,1,UV,13.3903215,0
#003,1,UV,13.19661367,0
#003,1,UV,12.96033366,0
#003,1,UV,14.51193513,0
#003,1,UV,13.12132554,0
#003,1,UV,12.8030332,0
#003,1,UV,14.01139151,0
#003,1,UV,12.89500742,0
#003,1,UV,17.00047114,0
#003,1,UV,18.66670976,0
#003,1,UV,16.00199281,0
#003,1,UV,14.26005048,0
#003,1,UV,17.16944852,0
#003,1,UV,14.31983922,0
#003,1,UV,14.63197301,0
#003,1,UV,16.13553665,0
#003,1,UV,17.65110769,0
#003,1,UV,16.33271508,0
#003,1,UV,19.06183521,0
#003,1,UV,14.47909608,0
#003,1,UV,16.40431321,0
#003,1,UV,19.14890534,0
#003,1,UV,14.8276124,0
#003,1,UV,17.97167741,0
#003,1,UV,13.98946749,0
#003,1,UV,14.52172769,0
#003,1,UV,15.37584071,0
#003,1,UV,17.19302106,0
#003,1,UV,18.28370123,0
#003,1,UV,17.21043465,0
#003,1,UV,19.71693631,0
#003,1,UV,14.66615801,0
#003,1,UV,17.91654846,0
#003,1,UV,16.7182792,0
#003,1,UV,18.10314984,0
#003,1,UV,17.43977712,0
#003,1,UV,15.848062,0
#003,1,UV,15.80023728,0
#003,1,UV,16.80556233,0
#003,1,UV,16.78732344,0
#003,1,UV,16.5622076,0
#003,1,UV,17.13421897,0
#003,1,UV,16.10215698,0
#003,1,UV,18.43262962,0
#003,1,UV,18.9242332,0
#003,1,UV,19.18198791,0
#003,1,UV,16.59917178,0
#003,1,UV,18.69030838,1
#003,1,UV,17.30253182,0
#003,1,UV,15.03892927,0
#003,1,UV,14.93920298,0
#003,1,UV,13.31495038,0
#003,1,UV,14.86989345,0
#003,1,UV,17.17296514,0
#003,1,UV,15.70740771,0
#003,1,UV,15.40258605,0
#003,1,UV,15.67781969,0
#003,1,UV,15.24470796,0
#003,1,UV,12.84704638,0
#003,1,UV,13.00715452,0
#003,1,UV,16.70170701,0
#003,1,UV,13.74533195,0
#003,1,UV,16.60769215,0
#003,1,UV,14.35836474,0
#003,1,UV,13.63039973,0
#003,1,UV,15.04573235,0
#003,1,UV,16.37666206,0
#003,1,UV,15.23568222,0
#003,1,UV,12.76768858,0
#003,1,UV,14.72778248,0
#003,1,UV,13.11233676,0
#003,1,UV,14.37302111,0
#003,1,UV,13.28025662,0
#003,1,UV,14.19820751,0
#003,1,UV,13.59937284,0
#003,1,UV,15.57831122,0
#003,1,UV,14.09018906,0
#003,1,UV,18.39249854,0
#003,1,UV,13.72409932,0
#003,1,UV,13.11796131,0
#003,1,UV,19.08549597,0
#003,1,UV,12.91194218,0
#003,1,UV,13.47076818,0
#003,1,UV,13.12356401,0
#003,1,UV,15.90105509,0
#003,1,UV,17.01877644,0
#003,1,UV,13.19555012,0
#003,1,UV,13.28925787,0
#003,1,UV,13.95908078,0
#003,1,UV,17.52770883,0
#003,1,UV,13.00229696,0
#003,1,UV,14.57545238,0
#003,1,UV,16.31335793,0
#003,1,UV,15.29174828,0
#003,1,UV,15.77536109,0
#003,1,UV,12.8524548,0
#003,1,UV,14.62764236,0
#003,1,UV,14.20138993,0
#003,1,UV,13.50979748,0
#003,1,UV,13.11120921,0
#003,1,UV,19.59014561,1
#003,1,UV,15.33754419,0
#003,1,UV,18.9548246,0
#003,1,UV,16.56540157,0
#003,1,UV,17.18292734,0
#003,1,UV,19.98503087,0
#003,1,UV,17.33591618,0
#003,1,UV,19.17601833,0
#003,1,UV,16.88794704,0
#003,1,UV,17.15836937,0
#003,1,UV,18.3923245,0
#003,1,UV,19.8580846,0
#003,1,UV,19.70195279,1
#003,1,UV,18.78250612,0
#003,1,UV,17.92788016,1
#003,1,UV,15.3183743,0
#003,1,UV,15.82038601,0
#003,1,UV,16.5230001,0
#003,1,UV,15.91646778,0
#003,1,UV,17.84136263,0
#003,1,UV,17.11339303,0
#003,1,UV,16.1042837,0
#003,1,UV,16.08201107,0
#003,1,UV,16.03268961,0
#003,1,UV,15.92547661,0
#003,1,UV,15.23257463,0
#003,1,UV,15.30314912,0
#003,1,UV,17.61785061,0
#003,1,UV,16.88975647,0
#003,1,UV,17.02761862,0
#003,1,UV,15.04691223,0
#003,1,UV,16.43831674,0
#003,1,UV,17.00495546,0
#003,1,UV,14.93283486,0
#003,1,UV,15.42997548,0
#003,1,UV,15.25137642,0
#003,1,UV,15.30438294,0
#003,1,UV,14.51406961,0
#003,1,UV,14.2575047,0
#003,1,UV,14.72925312,0
#003,1,UV,12.84025721,0
#003,1,UV,13.2050939,0
#003,1,UV,13.92033559,0
#003,1,UV,14.85750685,0
#003,1,UV,13.1997996,0
#003,1,UV,12.84975312,0
#003,1,UV,16.00624497,0
#003,1,UV,13.63432971,0
#003,1,UV,18.60200913,0
#003,1,UV,17.90504572,0
#003,1,UV,15.78970405,0
#003,1,UV,18.82979899,0
#003,1,UV,15.76571928,0
#003,1,UV,17.89205611,0
#003,1,UV,21.04959562,0
#003,1,UV,17.47521206,0
#003,1,UV,17.43572934,0
#003,1,UV,17.51668005,0
#003,1,UV,18.30453709,1
#003,1,UV,17.2526553,0
#003,1,UV,15.95295734,0
#003,1,UV,17.39374523,0
#003,1,UV,19.07103446,0
#003,1,UV,17.4323475,0
#003,1,UV,16.99589648,0
#003,1,UV,17.1663305,0
#003,1,UV,20.13814248,0
#003,1,UV,17.43764221,0
#003,1,UV,15.49755206,0
#003,1,UV,13.72557371,0
#003,1,UV,17.75366602,0
#003,1,UV,18.53453296,0
#003,1,UV,18.13286535,0
#003,1,UV,19.77117303,0
#003,1,UV,17.51193513,0
#003,1,UV,13.54278931,0
#003,1,UV,14.8632112,0
#003,1,UV,17.14782321,0
#003,1,UV,16.08689475,0
#003,1,UV,15.93027972,0
#003,1,UV,16.55755857,0
#003,1,UV,16.34787236,0
#003,1,UV,16.33138424,0
#003,1,UV,18.25810973,0
#003,1,UV,13.62171591,0
#003,1,UV,14.67724837,0
#003,1,UV,15.4023556,0
#003,1,UV,16.42181311,0
#003,1,UV,16.95962905,0
#003,1,UV,13.77838319,0
#003,1,UV,13.20615043,0
#003,1,UV,14.97280301,0
#003,1,UV,14.36642054,0
#003,1,UV,17.08495762,0
#003,1,UV,13.11796131,0
#003,1,UV,13.62645902,0
#003,1,UV,15.78688215,0
#003,1,UV,14.48127967,0
#003,1,UV,16.17600148,0
#003,1,UV,16.97892024,0
#003,1,UV,18.74230803,0
#003,1,UV,15.53944004,0
#003,1,UV,16.56488689,0
#003,1,UV,14.30216132,0
#003,1,UV,13.81069416,0
#003,1,UV,14.3061085,0
#003,1,UV,13.15673088,0
#003,1,UV,14.35693844,0
#003,1,UV,14.34307776,0
#003,1,UV,16.20957883,0
#003,1,UV,15.0571952,0
#003,1,UV,17.75795016,0
#003,1,UV,15.05279719,0
#003,1,UV,13.55610915,0
#003,1,UV,15.41634576,0
#003,1,UV,13.84907691,0
#003,1,UV,14.95908078,0
#003,1,UV,13.96845099,0
#003,1,UV,14.48476655,0
#003,1,UV,13.60899084,0
#003,1,UV,14.95500138,0
#003,1,UV,13.64838966,0
#003,1,UV,13.90740234,0
#003,1,UV,13.59615253,0
#003,1,UV,12.95908078,0
#003,1,UV,13.01320356,0
#003,1,UV,13.98639596,0
#003,1,UV,13.30413626,0
#003,1,UV,17.55372479,0
#003,1,UV,21.05199861,0
#003,1,UV,16.83394866,0
#003,1,UV,17.25169625,0
#003,1,UV,17.86463377,0
#003,1,UV,17.02072938,0
#003,1,UV,20.01805281,0
#003,1,UV,18.96240636,1
#003,1,UV,19.60582949,0
#003,1,UV,16.96392965,0
#003,1,UV,14.28276261,0
#003,1,UV,17.39136689,0
#003,1,UV,17.57473678,0
#003,1,UV,16.68929342,0
#003,1,UV,18.85872511,0
#003,1,UV,17.66572606,0
#003,1,UV,16.35467726,0
#003,1,UV,15.68541584,0
#003,1,UV,15.82142057,0
#003,1,UV,14.39866348,0
#003,1,UV,16.91428756,0
#003,1,UV,17.28582652,0
#003,1,UV,16.43358843,0
#003,1,UV,17.47054838,0
#003,1,UV,13.94964931,0
#003,1,UV,16.33706201,0
#003,1,UV,15.95970736,0
#003,1,UV,19.03742753,0
#003,1,UV,17.307832,0
#003,1,UV,16.86069735,0
#003,1,UV,16.35277035,0
#003,1,UV,13.88382623,0
#003,1,UV,14.10725585,0
#003,1,UV,17.26879911,0
#003,1,UV,13.39496189,0
#003,1,UV,15.41930981,0
#003,1,UV,15.76894038,0
#003,1,UV,16.00077561,0
#003,1,UV,15.27044148,0
#003,1,UV,15.98162213,0
#003,1,UV,16.658556,0
#003,1,UV,14.34499751,0
#003,1,UV,14.91064654,0
#003,1,UV,14.03179603,0
#003,1,UV,12.7847621,0
#003,1,UV,13.62803659,0
#003,1,UV,13.89238433,0
#003,1,No UV,13.52934534,0
#003,1,No UV,16.43449025,0
#003,1,No UV,14.01078699,0
#003,1,No UV,14.52850092,0
#003,1,No UV,14.81658626,0
#003,1,No UV,14.31397062,0
#003,1,No UV,16.28588898,0
#003,1,No UV,18.37063778,0
#003,1,No UV,15.35574879,0
#003,1,No UV,14.74387762,0
#003,1,No UV,18.56673888,0
#003,1,No UV,18.90754443,0
#003,1,No UV,17.80098047,0
#003,1,No UV,18.22955777,0
#003,1,No UV,19.036277,0
#003,1,No UV,19.79308086,0
#003,1,No UV,16.763209,0
#003,1,No UV,16.04543723,0
#003,1,No UV,17.72819625,1
#003,1,No UV,15.91113254,0
#003,1,No UV,17.00130826,0
#003,1,No UV,18.15956294,0
#003,1,No UV,18.28797986,0
#003,1,No UV,17.72303866,0
#003,1,No UV,15.17519241,0
#003,1,No UV,16.90626514,0
#003,1,No UV,15.6600025,0
#003,1,No UV,14.36783749,0
#003,1,No UV,14.50979748,0
#003,1,No UV,19.33306272,0
#003,1,No UV,17.05521775,0
#003,1,No UV,16.50776378,0
#003,1,No UV,16.1223053,0
#003,1,No UV,17.50336548,0
#003,1,No UV,17.03996659,0
#003,1,No UV,13.5012151,0
#003,1,No UV,15.53250753,0
#003,1,No UV,15.86153579,0
#003,1,No UV,14.93123843,0
#003,1,No UV,13.59695828,0
#003,1,No UV,16.17869508,0
#003,1,No UV,14.77518312,0
#003,1,No UV,16.31739687,0
#003,1,No UV,13.06653307,0
#003,1,No UV,14.85312943,0
#003,1,No UV,15.12188548,0
#003,1,No UV,15.25342207,0
#003,1,No UV,14.09647035,0
#003,1,No UV,15.58523063,0
#003,1,No UV,16.35562977,0
#003,1,No UV,14.27220809,0
#003,1,No UV,14.92932038,0
#003,1,No UV,14.85548815,0
#003,1,No UV,12.97280301,0
#003,1,No UV,15.27875094,0
#003,1,No UV,14.07638877,0
#003,1,No UV,14.32811241,0
#003,1,No UV,15.41839845,0
#003,1,No UV,14.0489747,0
#003,1,No UV,15.93331345,0
#003,1,No UV,12.9414252,0
#003,1,No UV,14.32519787,0
#003,1,No UV,13.0156161,0
#003,1,No UV,14.51406961,0
#003,1,No UV,15.22738041,0
#003,1,No UV,15.38333282,0
#003,1,No UV,14.06653307,0
#003,1,No UV,13.69278378,0
#003,1,No UV,14.78723519,0
#003,1,No UV,13.45307704,0
#003,1,No UV,13.98331788,0
#003,1,No UV,13.22816073,0
#003,1,No UV,15.10979854,0
#003,1,No UV,15.92114009,0
#003,1,No UV,12.92996001,0
#003,1,No UV,13.08502941,0
#003,1,No UV,14.46636569,0
#003,1,No UV,17.42641012,0
#003,1,No UV,14.77268927,0
#003,1,No UV,16.29237021,0
#003,1,No UV,16.0433697,0
#003,1,No UV,19.90097353,0
#003,1,No UV,15.457742,0
#003,1,No UV,18.57271586,0
#003,1,No UV,19.38330363,0
#003,1,No UV,16.69447874,0
#003,1,No UV,17.50631704,1
#003,1,No UV,18.23451766,0
#003,1,No UV,17.02634808,0
#003,1,No UV,18.98287487,0
#003,1,No UV,17.94925499,0
#003,1,No UV,19.13875645,0
#003,1,No UV,16.48280622,0
#003,1,No UV,16.68257197,0
#003,1,No UV,17.67758167,0
#003,1,No UV,15.85683426,0
#003,1,No UV,16.85371947,0
#003,1,No UV,16.33766471,0
#003,1,No UV,15.94475212,0
#003,1,No UV,15.66442943,0
#003,1,No UV,15.80181065,0
#003,1,No UV,13.05367786,0
#003,1,No UV,15.71744583,0
#003,1,No UV,14.85110459,0
#003,1,No UV,16.89762574,0
#003,1,No UV,14.66038799,0
#003,1,No UV,16.17546215,0
#003,1,No UV,16.59645474,0
#003,1,No UV,15.89172782,0
#003,1,No UV,15.0186261,0
#003,1,No UV,15.98362598,0
#003,1,No UV,13.11908359,0
#003,1,No UV,14.89958636,0
#003,1,No UV,15.97559383,0
#003,1,No UV,15.47537639,0
#003,1,No UV,15.77358042,0
#003,1,No UV,18.02410323,0
#003,1,No UV,15.84873869,0
#003,1,No UV,13.99742298,0
#003,1,No UV,15.53377047,0
#003,1,No UV,16.30462957,0
#003,1,No UV,14.88876979,0
#003,1,No UV,12.89893312,0
#003,1,No UV,16.06332999,0
#003,1,No UV,14.64254799,0
#003,1,No UV,14.67457918,0
#003,1,No UV,14.87886566,0
#003,1,No UV,13.41154477,0
#003,1,No UV,13.8725577,0
#003,1,No UV,15.22477626,0
#003,1,No UV,15.07812104,0
#003,1,No UV,14.62803659,0
#003,1,No UV,13.0204291,0
#003,1,No UV,17.52363588,0
#003,1,No UV,17.68849039,0
#003,1,No UV,18.44269347,0
#003,1,No UV,15.20641444,0
#003,1,No UV,14.78440845,0
#003,1,No UV,18.14283148,0
#003,1,No UV,17.01433494,0
#003,1,No UV,16.1079626,0
#003,1,No UV,15.38403321,0
#003,1,No UV,17.23645807,0
#003,1,No UV,17.40391039,0
#003,1,No UV,17.1544749,0
#003,1,No UV,19.52658595,0
#003,1,No UV,18.78427581,1
#003,1,No UV,17.74769212,0
#003,1,No UV,16.92330998,0
#003,1,No UV,20.3495766,0
#003,1,No UV,16.44962415,0
#003,1,No UV,15.26411441,0
#003,1,No UV,15.18647822,0
#003,1,No UV,16.82228214,0
#003,1,No UV,14.85076684,0
#003,1,No UV,15.2882605,0
#003,1,No UV,15.82055849,0
#003,1,No UV,16.5614854,0
#003,1,No UV,18.56326445,1
#003,1,No UV,19.08247861,0
#003,1,No UV,13.02642285,0
#003,1,No UV,15.50872747,0
#003,1,No UV,16.18312857,0
#003,1,No UV,15.16517648,0
#003,1,No UV,16.71540668,0
#003,1,No UV,16.49398785,0
#003,1,No UV,17.98996599,0
#003,1,No UV,15.75438845,0
#003,1,No UV,15.06157985,0
#003,1,No UV,14.49387971,0
#003,1,No UV,14.32471154,0
#003,1,No UV,14.53902084,0
#003,1,No UV,15.11824196,0
#003,1,No UV,16.10909268,0
#003,1,No UV,15.91582213,0
#003,1,No UV,16.36582973,0
#003,1,No UV,17.48492979,0
#003,1,No UV,14.59292503,0
#003,1,No UV,16.13622969,0
#003,1,No UV,14.74896138,0
#003,1,No UV,14.57667829,0
#003,1,No UV,13.78829379,0
#003,1,No UV,13.4681283,0
#003,1,No UV,13.27220809,0
#003,1,No UV,15.10951624,0
#003,1,No UV,15.41497568,0
#003,1,No UV,13.65691487,0
#003,1,No UV,14.50336548,0
#003,1,No UV,14.66692561,0
#003,1,No UV,17.2192268,0
#003,1,No UV,14.94047324,0
#003,1,No UV,13.6153674,0
#003,1,No UV,14.00594166,0
#003,1,No UV,13.64683419,0
#003,1,No UV,13.76267051,0
#003,1,No UV,13.08961668,0
#003,1,No UV,15.75997506,0
#003,1,No UV,14.98578087,0
#003,1,No UV,14.09533033,0
#003,1,No UV,14.04602741,0
#003,1,No UV,14.30758591,0
#003,1,No UV,15.73273989,0
#003,1,No UV,15.0477965,0
#003,1,No UV,13.65923122,0
#003,1,No UV,14.09018906,0
#003,1,No UV,15.26664857,0
#003,1,No UV,13.28025662,0
#003,1,No UV,13.57586113,0
#003,1,No UV,13.21457495,0
#003,1,No UV,14.4060383,0
#003,1,No UV,14.17357292,0
#003,1,No UV,14.05250351,0
#003,1,No UV,13.45396677,0
#003,1,No UV,17.87530007,0
#003,1,No UV,15.50722812,0
#003,1,No UV,18.67801009,0
#003,1,No UV,15.25469914,0
#003,1,No UV,16.65720462,0
#003,1,No UV,17.9725702,0
#003,1,No UV,18.05400798,0
#003,1,No UV,16.29919382,0
#003,1,No UV,18.70502737,0
#003,1,No UV,17.96638696,0
#003,1,No UV,14.8821746,0
#003,1,No UV,16.73154799,0
#003,1,No UV,16.44649829,0
#003,1,No UV,16.31446058,0
#003,1,No UV,17.60413976,0
#003,1,No UV,15.25137642,0
#003,1,No UV,18.94257465,1
#003,1,No UV,18.22721779,0
#003,1,No UV,14.92097922,0
#003,1,No UV,14.0489747,0
#003,1,No UV,15.18299442,0
#003,1,No UV,14.73255658,0
#003,1,No UV,15.02372874,0
#003,1,No UV,14.73512072,0
#003,1,No UV,18.99345072,0
#003,1,No UV,15.0580732,0
#003,1,No UV,17.70768749,0
#003,1,No UV,18.52217846,0
#003,1,No UV,14.17519241,0
#003,1,No UV,14.37396159,0
#003,1,No UV,16.70638138,0
#003,1,No UV,14.82932765,0
#003,1,No UV,16.41737247,0
#003,1,No UV,17.52109107,0
#003,1,No UV,16.66346821,0
#003,1,No UV,13.24778954,0
#003,1,No UV,14.55569476,0
#003,1,No UV,14.04602741,0
#003,1,No UV,14.21562456,0
#003,1,No UV,14.49863039,0
#003,1,No UV,14.59615253,0
#003,1,No UV,14.32032719,0
#003,1,No UV,12.76195222,0
#003,1,No UV,15.55693757,0
#003,1,No UV,13.89893312,0
#003,1,No UV,16.19940174,0
#003,1,No UV,14.83480278,0
#003,1,No UV,13.9112945,0
#003,1,No UV,12.8169321,0
#003,1,No UV,16.5230001,0
#003,1,No UV,13.09760947,0
#003,1,No UV,14.35169661,0
#003,1,No UV,13.26917828,0
#003,1,No UV,13.21876883,0
#003,1,No UV,14.7192971,0
#003,1,No UV,15.70180065,0
#003,1,No UV,18.10087944,0
#003,1,No UV,16.75294322,0
#003,1,No UV,14.41976528,0
#003,1,No UV,16.89974963,0
#003,1,No UV,16.33065781,0
#003,1,No UV,16.22138383,0
#003,1,No UV,18.86645178,0
#003,1,No UV,17.27856262,0
#003,1,No UV,19.0947065,0
#003,1,No UV,19.67021923,1
#003,1,No UV,17.55605736,0
#003,1,No UV,14.51150785,0
#003,1,No UV,14.18057762,0
#003,1,No UV,16.11388569,0
#003,1,No UV,18.22825824,0
#003,1,No UV,16.85422503,0
#003,1,No UV,16.69259532,0
#003,1,No UV,15.70572788,0
#003,1,No UV,16.81917808,0
#003,1,No UV,12.93379188,0
#003,1,No UV,15.18888516,0
#003,1,No UV,14.25393303,0
#003,1,No UV,13.21352457,0
#003,1,No UV,13.8778715,0
#003,1,No UV,15.19687943,0
#003,1,No UV,15.02941042,0
#003,1,No UV,14.52723336,0
#003,1,No UV,14.87388799,0
#003,1,No UV,13.91582213,0
#003,1,No UV,14.90545231,0
#003,1,No UV,16.17734891,0
#003,1,No UV,15.08675135,0
#003,1,No UV,13.120205,0
#003,1,No UV,13.9177582,0
#003,1,No UV,14.44146035,0
#003,1,No UV,14.26106754,0
#003,1,No UV,15.82881329,0
#003,1,No UV,14.55859299,0
#003,1,No UV,14.53650305,0
#003,1,No UV,13.33440711,0
#003,1,No UV,13.57994231,0
#003,1,No UV,12.86722426,0
#003,1,No UV,13.33150528,0
#003,1,No UV,14.23075878,0
#003,1,No UV,14.54111565,0
#003,1,No UV,14.85177985,0
#003,1,No UV,14.73072226,0
#003,1,No UV,14.27119886,0
#003,1,No UV,14.92451406,0
#003,1,No UV,13.19235479,0
#003,1,No UV,14.92611795,0
#003,1,No UV,13.87654489,0
#003,1,No UV,13.99375666,0
#003,1,No UV,14.01742286,0
#003,1,No UV,13.18057762,0
#003,1,No UV,13.58238548,0
#003,1,No UV,15.44995866,0
#003,1,No UV,14.47208632,0
#003,1,No UV,13.39496189,0
#003,1,No UV,14.76123356,0
#003,1,No UV,13.03000719,0
#003,1,No UV,16.69400811,0
#003,1,No UV,16.83035582,0
#003,1,No UV,15.65362701,0
#003,1,No UV,16.82004099,0
#003,1,No UV,18.09707562,0
#003,1,No UV,17.53576786,0
#003,1,No UV,16.70170701,0
#003,1,No UV,18.79366303,0
#003,1,No UV,16.23023955,0
#003,1,No UV,19.56229785,0
#003,1,No UV,18.27110421,0
#003,1,No UV,19.49712051,2
#003,1,No UV,16.87097639,0
#003,1,No UV,15.89664442,0
#003,1,No UV,13.96969577,0
#003,1,No UV,15.91759696,0
#003,1,No UV,14.31788567,0
#003,1,No UV,15.03090189,0
#003,1,No UV,16.99444481,0
#003,1,No UV,14.96627004,0
#003,1,No UV,16.37125606,0
#003,1,No UV,17.57017931,0
#003,1,No UV,16.41817051,0
#003,1,No UV,18.12830926,0
#003,1,No UV,13.03119999,0
#003,1,No UV,14.65730119,0
#003,1,No UV,13.22816073,0
#003,1,No UV,14.4729644,0
#003,1,No UV,13.80582371,0
#003,1,No UV,16.96829532,0
#003,1,No UV,14.89729871,0
#003,1,No UV,17.07364174,0
#003,1,No UV,15.45596665,0
#003,1,No UV,17.24592854,0
#003,1,No UV,13.83821422,0
#003,1,No UV,17.7051675,0
#003,1,No UV,16.04528965,0
#003,1,No UV,16.82795562,0
#003,1,No UV,14.6339372,0
#003,1,No UV,13.23231537,0
#003,1,No UV,12.93123843,0
#003,1,No UV,15.58421515,0
#003,1,No UV,17.1855411,0
#003,1,No UV,14.70628804,0
#003,1,No UV,16.3915991,0
#003,1,No UV,12.97899751,0
#003,1,No UV,13.61297949,0
#003,1,No UV,13.13913682,0
#003,1,No UV,14.53692298,0
#003,1,No UV,13.25495441,0
#003,1,No UV,14.50551267,0
#003,1,No UV,14.35408162,0
#003,1,No UV,15.92451406,0
#003,1,No UV,14.46548358,0
#003,1,No UV,16.60559179,0
#003,1,No UV,18.85224391,1
#003,1,No UV,18.08664379,0
#003,1,No UV,19.31110407,0
#003,1,No UV,17.87870002,0
#003,1,No UV,15.95374385,0
#003,1,No UV,16.81909176,0
#003,1,No UV,12.85380374,0
#003,1,No UV,14.33778522,0
