"","mouse_id","month","treatment","clade_volume","ln2volume"
"316","#022","m1","UV",18208.8531,14.15235244
"317","#970","m1","UV",18271.11741,14.15727725
"318","#022","m1","UV",18305.7087,14.16000601
"319","#970","m1","UV",18319.54521,14.16109607
"320","#022","m1","UV",18333.38173,14.16218531
"321","#970","m1","UV",18554.76596,14.17950218
"322","#970","m1","UV",18630.86679,14.18540718
"323","#003","m1","UV",18796.90496,14.19820751
"324","#022","m1","UV",18810.74148,14.1992691
"325","#003","m1","UV",18838.41451,14.20138993
"326","#970","m1","UV",18838.41451,14.20138993
"327","#003","m1","UV",18859.16928,14.20297851
"328","#970","m1","UV",18921.4336,14.20773378
"329","#970","m1","UV",18935.27011,14.20878838
"330","#006","m1","UV",18956.02488,14.21036884
"331","#006","m1","UV",18969.8614,14.21142152
"332","#970","m1","UV",19011.37094,14.21457495
"333","#970","m1","UV",19039.04397,14.21667342
"334","#970","m1","UV",19052.88048,14.21772151
"335","#970","m1","UV",19149.73608,14.22503689
"336","#022","m1","UV",19156.65434,14.225558
"337","#006","m1","UV",19239.67343,14.23179669
"338","#970","m1","UV",19467.97592,14.24881527
"339","#970","m1","UV",19530.24023,14.25342207
"340","#003","m1","UV",19585.58629,14.2575047
"341","#003","m1","UV",19620.17758,14.26005048
"342","#006","m1","UV",19647.85061,14.26208388
"343","#022","m1","UV",19730.86969,14.26816693
"344","#970","m1","UV",19813.88878,14.27422444
"345","#022","m1","UV",19855.39833,14.27724368
"346","#003","m1","UV",19931.49915,14.28276261
"347","#006","m1","UV",19931.49915,14.28276261
"348","#022","m1","UV",19945.33567,14.28376378
"349","#022","m1","UV",19959.17218,14.28476426
"350","#006","m1","UV",20056.02779,14.29174828
"351","#970","m1","UV",20139.04687,14.29770779
"352","#006","m1","UV",20180.55642,14.30067833
"353","#003","m1","UV",20201.31119,14.30216132
"354","#003","m1","UV",20256.65725,14.3061085
"355","#022","m1","UV",20346.59459,14.31249973
"356","#970","m1","UV",20353.51285,14.31299019
"357","#003","m1","UV",20395.02239,14.31592947
"358","#970","m1","UV",20429.61368,14.3183743
"359","#003","m1","UV",20450.36845,14.31983922
"360","#022","m1","UV",20561.06057,14.32762706
"361","#006","m1","UV",20623.32488,14.33198932
"362","#022","m1","UV",20740.93525,14.34019333
"363","#003","m1","UV",20782.4448,14.34307776
"364","#022","m1","UV",20789.36305,14.34355794
"365","#003","m1","UV",20810.11783,14.34499751
"366","#006","m1","UV",20844.70911,14.34739362
"367","#003","m1","UV",20983.07426,14.35693844
"368","#003","m1","UV",21003.82903,14.35836474
"369","#970","m1","UV",21079.92986,14.36358245
"370","#006","m1","UV",21093.76637,14.3645291
"371","#003","m1","UV",21121.4394,14.36642054
"372","#022","m1","UV",21149.11243,14.3683095
"373","#003","m1","UV",21176.78546,14.37019599
"374","#970","m1","UV",21183.70372,14.37066723
"375","#003","m1","UV",21218.295,14.37302111
"376","#970","m1","UV",21225.21326,14.37349143
"377","#006","m1","UV",21287.47758,14.37771739
"378","#003","m1","UV",21418.92446,14.38659842
"379","#970","m1","UV",21439.67924,14.3879957
"380","#003","m1","UV",21598.79915,14.39866348
"381","#970","m1","UV",21612.63567,14.3995874
"382","#006","m1","UV",21674.89998,14.40373772
"383","#970","m1","UV",21730.24604,14.40741689
"384","#003","m1","UV",21744.08256,14.40833522
"385","#970","m1","UV",21813.26513,14.41291812
"386","#022","m1","UV",21979.3033,14.42385804
"387","#970","m1","UV",21979.3033,14.42385804
"388","#970","m1","UV",21993.13982,14.42476596
"389","#022","m1","UV",22020.81285,14.4265801
"390","#970","m1","UV",22055.40413,14.42884458
"391","#970","m1","UV",22159.17799,14.43561674
"392","#003","m1","UV",22186.85102,14.4374173
"393","#006","m1","UV",22276.78836,14.44325363
"394","#022","m1","UV",22394.39874,14.45085031
"395","#006","m1","UV",22512.00911,14.4584072
