mouse_id,month,treatment,structure_volume
#009,m4,UV,16.33126319
#003,m1,UV,16.33138424
#003,m1,UV,16.3316263
#258,m1,UV,16.3316263
#003,m5,UV,16.33186833
#303,m2,UV,16.33198932
#282,m1,UV,16.33235225
#022,m6,UV,16.33259415
#003,m1,UV,16.33271508
#009,m1,UV,16.33271508
#263,m3,UV,16.33344048
#006,m3,UV,16.3336822
#291,m1,UV,16.33380304
#303,m1,UV,16.33440711
#006,m1,UV,16.33537309
#258,m1,UV,16.33537309
#291,m1,UV,16.3354938
#003,m2,UV,16.33609716
#003,m2,UV,16.3362178
#303,m2,UV,16.3362178
#291,m3,UV,16.33633843
#258,m1,UV,16.33645905
#282,m2,UV,16.33657966
#022,m4,UV,16.33670027
#003,m1,UV,16.33706201
#009,m1,UV,16.33742366
#970,m1,UV,16.33742366
#970,m3,UV,16.33742366
#009,m1,UV,16.33850808
#282,m2,UV,16.33862852
#009,m1,UV,16.33874895
#003,m2,UV,16.33886937
#022,m2,UV,16.33886937
#009,m2,UV,16.33923057
#289,m2,UV,16.33923057
#022,m1,UV,16.34007302
#022,m6,UV,16.3405542
#303,m1,UV,16.34067447
#022,m5,UV,16.34103522
#006,m5,UV,16.34163627
#317,m1,UV,16.34175644
#009,m4,UV,16.34247731
#022,m3,UV,16.34367796
#022,m1,UV,16.34439786
#006,m1,UV,16.34475768
#003,m6,UV,16.34655543
#263,m1,UV,16.34679497
#003,m4,UV,16.34691472
#258,m2,UV,16.34703446
#006,m6,UV,16.34727391
#003,m1,UV,16.34787236
#003,m2,UV,16.34823132
#258,m2,UV,16.34823132
#022,m3,UV,16.34835095
#006,m4,UV,16.34882937
#263,m1,UV,16.34882937
#263,m2,UV,16.34966624
#003,m3,UV,16.34990525
#131,m3,UV,16.34990525
#009,m4,UV,16.35133851
#263,m3,UV,16.35133851
#289,m1,UV,16.35217393
#303,m1,UV,16.35217393
#974,m1,UV,16.35265109
#003,m1,UV,16.35277035
#003,m3,UV,16.35288961
#291,m2,UV,16.35360493
#006,m5,UV,16.35372412
#009,m1,UV,16.35420077
#282,m1,UV,16.35431991
#303,m1,UV,16.35455815
#003,m1,UV,16.35467726
#009,m3,UV,16.35467726
#282,m1,UV,16.35467726
#289,m2,UV,16.35479636
#131,m1,UV,16.35527265
#006,m2,UV,16.35551074
#022,m4,UV,16.35551074
#022,m3,UV,16.35562977
#022,m3,UV,16.35574879
#291,m3,UV,16.35574879
#258,m1,UV,16.35705736
#258,m2,UV,16.35729515
#281,m1,UV,16.35765177
#970,m4,UV,16.35777062
#974,m1,UV,16.3580083
#003,m3,UV,16.35836474
#303,m2,UV,16.35895861
#131,m2,UV,16.35931482
#974,m2,UV,16.35967093
#303,m2,UV,16.36038291
#303,m3,UV,16.36062015
#970,m1,UV,16.36073876
#282,m2,UV,16.36109453
#258,m2,UV,16.3612131
#006,m3,UV,16.36156875
#263,m2,UV,16.3618058
#303,m1,UV,16.3621613
#289,m3,UV,16.36251672
#258,m2,UV,16.36263517
#022,m1,UV,16.36358245
#022,m5,UV,16.36381917
#303,m1,UV,16.36405585
#022,m3,UV,16.36429249
#258,m1,UV,16.3644108
#258,m1,UV,16.3645291
#131,m2,UV,16.36476566
#003,m2,UV,16.36500219
#258,m1,UV,16.36535691
#131,m1,UV,16.36559334
#006,m3,UV,16.36618424
#291,m2,UV,16.3667749
#317,m2,UV,16.3667749
#006,m1,UV,16.36807351
#006,m2,UV,16.3683095
#009,m1,UV,16.3683095
#303,m1,UV,16.3683095
#281,m1,UV,16.36913514
#282,m1,UV,16.36925305
#970,m5,UV,16.37078501
#303,m3,UV,16.37125606
#003,m4,UV,16.37149153
#317,m3,UV,16.37149153
#022,m4,UV,16.37208002
#258,m1,UV,16.37208002
#003,m2,UV,16.37231535
#281,m3,UV,16.37360898
#022,m1,UV,16.37372653
#282,m1,UV,16.37466655
#970,m3,UV,16.3750189
#022,m1,UV,16.37513633
#258,m1,UV,16.37560596
#003,m1,UV,16.37666206
#003,m2,UV,16.37666206
#022,m6,UV,16.37724845
#022,m4,UV,16.37748294
#281,m1,UV,16.37748294
#282,m1,UV,16.37760017
#009,m1,UV,16.37830335
#317,m3,UV,16.37877195
#282,m1,UV,16.37947456
#282,m1,UV,16.37947456
#974,m2,UV,16.37959163
#022,m4,UV,16.37982574
#006,m2,UV,16.38017683
#258,m2,UV,16.38041084
#003,m4,UV,16.38076179
#022,m4,UV,16.38111266
#282,m2,UV,16.38146344
#281,m1,UV,16.38181413
#303,m1,UV,16.38216474
#970,m4,UV,16.38228159
#289,m3,UV,16.38251526
#289,m1,UV,16.3827489
#303,m1,UV,16.3828657
#022,m6,UV,16.38356632
#003,m6,UV,16.3839165
#003,m1,UV,16.38449995
#258,m1,UV,16.38461661
#003,m3,UV,16.38496654
#281,m1,UV,16.38531638
#131,m1,UV,16.38601582
#009,m2,UV,16.38636541
#291,m2,UV,16.38636541
#258,m1,UV,16.38683139
#970,m1,UV,16.38741366
#003,m2,UV,16.38764651
#281,m2,UV,16.38811208
#291,m2,UV,16.38846116
#003,m4,UV,16.38881016
#003,m2,UV,16.38892647
#263,m1,UV,16.3897404
#970,m2,UV,16.3897404
#974,m1,UV,16.39090237
#974,m2,UV,16.39090237
#003,m4,UV,16.39101851
#006,m1,UV,16.39171519
#003,m1,UV,16.39287556
#009,m1,UV,16.39310753
#974,m3,UV,16.39368727
#006,m5,UV,16.39403501
#009,m1,UV,16.39403501
#006,m3,UV,16.39449852
#003,m3,UV,16.39542511
#970,m6,UV,16.39542511
#009,m3,UV,16.39704521
#009,m1,UV,16.3972765
#282,m1,UV,16.39739213
#282,m2,UV,16.39739213
#003,m2,UV,16.39750776
#258,m1,UV,16.39785457
#006,m2,UV,16.39797016
#006,m3,UV,16.39843241
#009,m3,UV,16.39843241
#282,m2,UV,16.39877901
#003,m2,UV,16.39901002
#009,m4,UV,16.39901002
#003,m2,UV,16.3995874
#263,m3,UV,16.39970285
#003,m1,UV,16.39981829
#303,m3,UV,16.39993372
#006,m2,UV,16.40027995
#009,m1,UV,16.40166405
#258,m1,UV,16.40166405
#281,m2,UV,16.40212512
#281,m2,UV,16.40419813
#003,m1,UV,16.40431321
#009,m3,UV,16.40500349
#970,m1,UV,16.40523351
#009,m4,UV,16.40638307
#970,m2,UV,16.40649798
#009,m1,UV,16.40672776
#003,m2,UV,16.40844997
#258,m1,UV,16.40902358
#258,m2,UV,16.41062849
#003,m4,UV,16.4110867
#281,m1,UV,16.4110867
#263,m2,UV,16.41131576
#022,m4,UV,16.41143027
#974,m2,UV,16.41154477
#006,m5,UV,16.41165927
#006,m1,UV,16.41211716
#974,m1,UV,16.41246048
#009,m1,UV,16.4136043
#263,m1,UV,16.4136043
#281,m3,UV,16.41474721
#303,m1,UV,16.4150899
#006,m1,UV,16.41531832
#006,m4,UV,16.4161175
#970,m2,UV,16.41623164
#009,m3,UV,16.41634576
#258,m2,UV,16.41645988
#317,m1,UV,16.41657398
#303,m2,UV,16.41668808
#303,m1,UV,16.41725843
#970,m2,UV,16.41862634
#006,m4,UV,16.41930981
#317,m2,UV,16.41942369
#974,m3,UV,16.41987913
#006,m2,UV,16.42067579
#022,m2,UV,16.42078956
#131,m1,UV,16.42090332
#022,m1,UV,16.42124456
#003,m1,UV,16.42181311
#303,m1,UV,16.42192679
#006,m4,UV,16.4226087
#009,m1,UV,16.42351742
#022,m1,UV,16.42363097
#003,m2,UV,16.42374451
#970,m1,UV,16.4246525
#009,m1,UV,16.42487941
#009,m3,UV,16.42510629
#003,m4,UV,16.42544653
#131,m3,UV,16.42544653
#258,m2,UV,16.42555993
#303,m1,UV,16.42635346
#009,m2,UV,16.427826
#263,m2,UV,16.42816561
#022,m1,UV,16.42884458
#281,m1,UV,16.42895771
#289,m3,UV,16.43087957
#006,m3,UV,16.43155726
#009,m4,UV,16.43167018
#289,m2,UV,16.43167018
#009,m1,UV,16.43189599
#009,m2,UV,16.43200888
#282,m3,UV,16.4323475
#003,m1,UV,16.43358843
#003,m2,UV,16.43426485
#303,m1,UV,16.43426485
#970,m2,UV,16.43426485
#303,m1,UV,16.43494096
#289,m1,UV,16.43527889
#003,m4,UV,16.43561674
#006,m4,UV,16.43595452
#131,m1,UV,16.43595452
#263,m2,UV,16.43606709
#303,m1,UV,16.43674235
#317,m3,UV,16.43685487
#282,m1,UV,16.43707987
#317,m2,UV,16.4374173
#258,m1,UV,16.43764221
#006,m1,UV,16.43786709
#281,m2,UV,16.43820434
#003,m1,UV,16.43831674
#974,m2,UV,16.43899094
#258,m2,UV,16.43910328
#006,m2,UV,16.43932793
#263,m1,UV,16.44112386
#970,m3,UV,16.44123604
#317,m2,UV,16.44213309
#281,m1,UV,16.44235727
#303,m2,UV,16.44325363
#006,m4,UV,16.44358963
#009,m3,UV,16.44370161
#282,m1,UV,16.44403749
#022,m6,UV,16.44448522
#009,m3,UV,16.44482093
#006,m1,UV,16.44515656
#003,m3,UV,16.44560394
#258,m1,UV,16.44627475
#291,m3,UV,16.44627475
#291,m2,UV,16.44716868
#317,m2,UV,16.44728039
#131,m1,UV,16.44750377
#282,m1,UV,16.44772711
#303,m2,UV,16.44895489
#009,m1,UV,16.44917801
#006,m2,UV,16.44951262
#263,m1,UV,16.44984716
#970,m1,UV,16.44995866
#970,m1,UV,16.45062745
#282,m1,UV,16.45118454
#970,m1,UV,16.45118454
#970,m1,UV,16.45174141
#317,m1,UV,16.45185276
#009,m3,UV,16.4519641
#006,m1,UV,16.45207544
#009,m4,UV,16.45207544
#006,m2,UV,16.45252068
#022,m2,UV,16.45263197
#263,m3,UV,16.45274325
#009,m4,UV,16.45285452
#022,m3,UV,16.45296578
#003,m2,UV,16.45374438
#006,m4,UV,16.45407794
#289,m1,UV,16.45441142
#022,m1,UV,16.45474483
#009,m2,UV,16.45507816
#009,m4,UV,16.45585562
#258,m1,UV,16.4568546
#009,m2,UV,16.45718744
#009,m1,UV,16.45763111
#970,m1,UV,16.45785289
#258,m1,UV,16.45807464
#003,m6,UV,16.4581855
#317,m1,UV,16.4581855
#970,m1,UV,16.4581855
#970,m2,UV,16.4581855
#006,m1,UV,16.45873968
#003,m4,UV,16.45940441
#009,m4,UV,16.45940441
#317,m1,UV,16.46017955
#282,m1,UV,16.4606223
#009,m2,UV,16.46139678
#282,m1,UV,16.46150739
#282,m1,UV,16.46228139
#003,m2,UV,16.46239193
#291,m1,UV,16.46349685
#970,m1,UV,16.4636073
#974,m2,UV,16.46515265
#009,m3,UV,16.46526297
#003,m6,UV,16.46537328
#282,m2,UV,16.46559388
#258,m1,UV,16.46658614
#009,m2,UV,16.46669635
#003,m2,UV,16.46680655
#022,m1,UV,16.46746758
#974,m2,UV,16.46790809
#974,m2,UV,16.46834848
#258,m2,UV,16.46889877
#974,m2,UV,16.46955884
#970,m1,UV,16.46966882
#006,m2,UV,16.4697788
#006,m1,UV,16.47065829
#006,m2,UV,16.4712077
#009,m3,UV,16.47131755
#003,m5,UV,16.47164707
#003,m6,UV,16.47208632
#974,m2,UV,16.47263518
#009,m3,UV,16.47307413
#974,m3,UV,16.47307413
#022,m1,UV,16.47340325
#003,m3,UV,16.47406126
#003,m6,UV,16.47449977
#131,m3,UV,16.47493814
#006,m1,UV,16.47515728
#281,m3,UV,16.47515728
#258,m2,UV,16.47537639
#317,m2,UV,16.47548593
#263,m2,UV,16.475924
#289,m1,UV,16.475924
#282,m1,UV,16.4760335
#970,m1,UV,16.47701861
#009,m4,UV,16.47745622
#289,m2,UV,16.47833105
#003,m2,UV,16.47920534
#009,m2,UV,16.47975151
#003,m6,UV,16.47986072
#022,m1,UV,16.47986072
#022,m2,UV,16.48007911
#317,m1,UV,16.48215218
#263,m1,UV,16.48226121
#003,m6,UV,16.48237023
#974,m2,UV,16.48247924
#022,m6,UV,16.48269723
#970,m1,UV,16.48269723
#009,m2,UV,16.48302416
#006,m5,UV,16.48356888
#282,m1,UV,16.48378672
#291,m1,UV,16.48378672
#970,m1,UV,16.48378672
#009,m2,UV,16.48389562
#022,m6,UV,16.48389562
#289,m3,UV,16.48444001
#003,m3,UV,16.48487538
#970,m3,UV,16.4854194
#303,m1,UV,16.48552818
#303,m1,UV,16.48563695
#282,m1,UV,16.48628941
#282,m1,UV,16.48694158
#291,m2,UV,16.48694158
#003,m2,UV,16.48781067
#974,m1,UV,16.48835359
#009,m4,UV,16.48867924
#022,m6,UV,16.48878777
#006,m1,UV,16.48900482
#974,m1,UV,16.48900482
#281,m1,UV,16.48933032
#009,m1,UV,16.48965576
#022,m2,UV,16.48987267
#303,m3,UV,16.48987267
#258,m1,UV,16.49019798
#003,m4,UV,16.49041481
#281,m2,UV,16.49063161
#003,m3,UV,16.49084838
#291,m2,UV,16.49095675
#022,m1,UV,16.49106511
#970,m4,UV,16.49117347
#006,m2,UV,16.49160681
#289,m1,UV,16.49193173
#003,m2,UV,16.49258135
#282,m1,UV,16.49355523
#022,m1,UV,16.4936634
#009,m3,UV,16.49377156
#009,m2,UV,16.49452845
#289,m2,UV,16.49463655
#003,m2,UV,16.49560904
#006,m1,UV,16.49571705
#009,m2,UV,16.49582506
#281,m1,UV,16.496257
#289,m1,UV,16.49636497
#970,m6,UV,16.49690468
#282,m3,UV,16.49712051
#258,m2,UV,16.49765993
#006,m4,UV,16.49776779
#281,m2,UV,16.49830698
#022,m1,UV,16.49841479
#282,m1,UV,16.49841479
#009,m4,UV,16.499277
#003,m2,UV,16.49992332
#003,m2,UV,16.50078463
#131,m4,UV,16.50089226
#009,m2,UV,16.50143028
#022,m5,UV,16.50207564
#009,m3,UV,16.50304313
#003,m2,UV,16.50315059
#006,m6,UV,16.50358035
#006,m4,UV,16.50400998
#003,m6,UV,16.50411736
#022,m5,UV,16.50411736
#289,m1,UV,16.50465418
#289,m3,UV,16.50508349
#003,m1,UV,16.50551267
#003,m4,UV,16.50561995
#970,m2,UV,16.50572721
#022,m3,UV,16.50583447
#317,m2,UV,16.50594173
#006,m2,UV,16.5061562
#303,m3,UV,16.5061562
#317,m1,UV,16.5061562
#006,m4,UV,16.50626343
#317,m2,UV,16.50679945
#009,m1,UV,16.5070138
#289,m2,UV,16.50840631
#009,m2,UV,16.50979748
#009,m1,UV,16.51001139
#974,m3,UV,16.51054602
#009,m4,UV,16.51065292
#003,m2,UV,16.51097358
#970,m1,UV,16.51129417
#974,m1,UV,16.51140101
#022,m4,UV,16.5117215
#009,m2,UV,16.51182832
#970,m2,UV,16.51182832
#289,m3,UV,16.51204192
#003,m2,UV,16.51268255
#282,m2,UV,16.5127893
#282,m1,UV,16.51310948
#317,m2,UV,16.51321619
#006,m1,UV,16.51406961
#970,m1,UV,16.51438951
#131,m1,UV,16.51460273
#022,m1,UV,16.51470933
#006,m3,UV,16.51577492
#974,m1,UV,16.51630742
#281,m1,UV,16.51662682
#006,m6,UV,16.51747822
#022,m2,UV,16.51811644
#131,m1,UV,16.51843544
#970,m3,UV,16.51971075
#003,m3,UV,16.51981698
#009,m2,UV,16.5199232
#291,m1,UV,16.5199232
#282,m1,UV,16.5206665
#006,m1,UV,16.52109107
#022,m1,UV,16.52193984
#009,m1,UV,16.52257609
#009,m3,UV,16.52257609
#303,m2,UV,16.5226821
#282,m1,UV,16.52278811
#003,m1,UV,16.5230001
#006,m5,UV,16.52310608
#003,m3,UV,16.52321206
#009,m2,UV,16.52321206
#282,m1,UV,16.52321206
#022,m4,UV,16.52437727
#291,m1,UV,16.52448315
#009,m4,UV,16.52480075
#258,m1,UV,16.52575313
#282,m1,UV,16.52607045
#006,m6,UV,16.5263877
#022,m4,UV,16.52659916
#003,m1,UV,16.52681059
#970,m1,UV,16.52681059
#970,m1,UV,16.5269163
#303,m1,UV,16.52733903
#970,m1,UV,16.527656
#258,m2,UV,16.52797291
#009,m3,UV,16.52850092
#022,m4,UV,16.5286065
#289,m2,UV,16.5286065
#022,m4,UV,16.52923982
#263,m3,UV,16.52923982
#009,m4,UV,16.52976737
#022,m2,UV,16.52976737
#263,m2,UV,16.52997834
#970,m1,UV,16.53040018
#282,m1,UV,16.53061105
#258,m2,UV,16.53177031
#974,m3,UV,16.53187565
#258,m2,UV,16.53229693
#131,m4,UV,16.53240224
#022,m2,UV,16.53292863
#263,m1,UV,16.53313914
#970,m2,UV,16.53334961
#131,m4,UV,16.53356006
#009,m1,UV,16.53429637
#289,m1,UV,16.5350323
#022,m2,UV,16.5351374
#974,m2,UV,16.53534759
#009,m1,UV,16.53555774
#006,m1,UV,16.53608299
#009,m3,UV,16.53608299
#970,m1,UV,16.53639804
#970,m1,UV,16.53702795
#003,m5,UV,16.53713291
#003,m2,UV,16.53765758
#282,m1,UV,16.53776249
#022,m1,UV,16.53828694
#282,m3,UV,16.53860151
#006,m2,UV,16.53954483
#003,m4,UV,16.54048752
#003,m2,UV,16.54101098
#022,m1,UV,16.54101098
#003,m5,UV,16.54153424
#263,m2,UV,16.5417435
#258,m1,UV,16.54247564
#974,m2,UV,16.54258021
#022,m4,UV,16.54268476
#263,m2,UV,16.54352092
#258,m1,UV,16.54362541
#258,m1,UV,16.54425217
#022,m2,UV,16.54498304
#131,m3,UV,16.54602651
#291,m3,UV,16.54613082
#022,m4,UV,16.54623511
#317,m3,UV,16.54675649
#258,m1,UV,16.54800702
#282,m2,UV,16.54821533
#291,m3,UV,16.54863188
#970,m3,UV,16.54873599
#022,m6,UV,16.54936054
#281,m1,UV,16.54998481
#022,m5,UV,16.55040084
#006,m2,UV,16.55050483
#289,m1,UV,16.55060881
#289,m2,UV,16.55081675
#022,m6,UV,16.55123255
#970,m4,UV,16.55123255
#022,m5,UV,16.55195989
#258,m1,UV,16.55216764
#303,m2,UV,16.5522715
#003,m5,UV,16.55237536
#022,m5,UV,16.5524792
#282,m1,UV,16.55310213
#022,m4,UV,16.55403601
#303,m3,UV,16.55424346
#009,m1,UV,16.55517661
#258,m1,UV,16.55569476
#317,m2,UV,16.55579837
#009,m1,UV,16.55590197
#022,m4,UV,16.55610915
#022,m5,UV,16.55621273
#006,m6,UV,16.55693757
#263,m2,UV,16.5571446
#003,m3,UV,16.55745509
#303,m1,UV,16.55745509
#003,m1,UV,16.55755857
#974,m2,UV,16.55838616
#006,m5,UV,16.55900654
#022,m1,UV,16.55941998
#131,m1,UV,16.55941998
#282,m1,UV,16.55941998
#282,m3,UV,16.55941998
#317,m3,UV,16.55941998
#970,m4,UV,16.55941998
#009,m4,UV,16.55952332
#009,m4,UV,16.55972998
#022,m5,UV,16.5598333
#022,m5,UV,16.56024651
#258,m2,UV,16.5613822
#006,m5,UV,16.56189813
#003,m1,UV,16.5622076
#317,m1,UV,16.56323869
#974,m3,UV,16.56478393
#003,m1,UV,16.56488689
#009,m4,UV,16.56488689
#974,m1,UV,16.56498984
#003,m1,UV,16.56540157
#970,m3,UV,16.56540157
#970,m5,UV,16.56581318
#003,m1,UV,16.56612181
#006,m6,UV,16.56612181
#289,m1,UV,16.56643038
#006,m6,UV,16.56653322
#303,m1,UV,16.56704731
#003,m3,UV,16.56756122
#263,m3,UV,16.56756122
#974,m2,UV,16.56807494
#970,m5,UV,16.56869117
#022,m2,UV,16.56910184
#970,m3,UV,16.56910184
#282,m1,UV,16.56961502
#291,m3,UV,16.57012802
#003,m4,UV,16.57043573
#970,m3,UV,16.57043573
#022,m6,UV,16.57064083
#009,m3,UV,16.5708459
#009,m2,UV,16.57146095
#258,m1,UV,16.57146095
#006,m1,UV,16.5722806
#003,m2,UV,16.57238303
#281,m3,UV,16.57238303
#006,m1,UV,16.57289504
#006,m1,UV,16.57391852
#003,m1,UV,16.57412313
#970,m4,UV,16.57412313
#289,m3,UV,16.57463452
#003,m2,UV,16.57504351
#970,m1,UV,16.57647404
#281,m2,UV,16.57667829
#003,m2,UV,16.57688251
#009,m3,UV,16.57739292
#009,m2,UV,16.57810721
#970,m1,UV,16.57831122
#970,m3,UV,16.57841322
#291,m2,UV,16.57861719
#006,m6,UV,16.57871917
#303,m1,UV,16.57984042
#281,m2,UV,16.58024793
#282,m1,UV,16.58034979
#303,m1,UV,16.58045164
#303,m2,UV,16.58106261
#970,m5,UV,16.58106261
#303,m1,UV,16.58126621
#970,m5,UV,16.58146978
#009,m2,UV,16.58208031
#006,m6,UV,16.58218204
#131,m1,UV,16.58218204
#022,m3,UV,16.58258889
#009,m1,UV,16.58330061
#970,m1,UV,16.58350389
#006,m6,UV,16.58421515
#009,m2,UV,16.58563663
#009,m3,UV,16.58573811
#022,m4,UV,16.58573811
#303,m2,UV,16.58644827
#022,m1,UV,16.58654969
#282,m1,UV,16.5870567
#282,m1,UV,16.58736082
#131,m1,UV,16.58786755
#131,m2,UV,16.5882728
#006,m1,UV,16.58867794
#009,m3,UV,16.58867794
#003,m2,UV,16.58888046
#970,m5,UV,16.58908296
#022,m3,UV,16.58928543
#006,m6,UV,16.58938665
#003,m2,UV,16.58948787
#009,m3,UV,16.58989267
#009,m1,UV,16.59009502
#003,m6,UV,16.59060079
#022,m6,UV,16.59151072
#289,m3,UV,16.59161179
#006,m3,UV,16.59171285
#009,m2,UV,16.59201599
#006,m4,UV,16.59211702
#970,m1,UV,16.59282405
#003,m1,UV,16.59413619
#003,m3,UV,16.59423707
#009,m3,UV,16.59423707
#258,m1,UV,16.59443882
#258,m2,UV,16.59443882
#291,m3,UV,16.59443882
#022,m1,UV,16.59514471
#022,m2,UV,16.59685759
#303,m3,UV,16.59695828
#282,m1,UV,16.59726032
#282,m2,UV,16.59736099
#282,m1,UV,16.59766295
#003,m4,UV,16.59776358
#006,m6,UV,16.59786421
#970,m3,UV,16.59806546
#131,m1,UV,16.59866901
#022,m6,UV,16.59897069
#003,m1,UV,16.59917178
#022,m3,UV,16.60067903
#022,m4,UV,16.60077946
#317,m1,UV,16.60158263
#009,m3,UV,16.60188371
#974,m2,UV,16.60188371
#022,m5,UV,16.60198405
#003,m1,UV,16.60258597
#289,m3,UV,16.60308737
#022,m5,UV,16.60318763
#131,m2,UV,16.60338813
#289,m1,UV,16.60348837
#282,m1,UV,16.60378905
#003,m3,UV,16.60449038
#006,m4,UV,16.60459055
#303,m3,UV,16.60459055
#282,m1,UV,16.6053916
#003,m5,UV,16.6054917
#006,m1,UV,16.6059921
#022,m5,UV,16.60609215
#282,m2,UV,16.60619221
#258,m1,UV,16.60659234
#009,m2,UV,16.60669236
#258,m2,UV,16.60709236
#289,m1,UV,16.60709236
#282,m1,UV,16.60719234
#974,m3,UV,16.60719234
#003,m2,UV,16.60739228
#289,m3,UV,16.60749225
#006,m4,UV,16.6075922
#003,m1,UV,16.60769215
#263,m1,UV,16.60799195
#258,m1,UV,16.60879112
#022,m5,UV,16.60909069
#022,m1,UV,16.60968965
#006,m2,UV,16.61008882
#282,m1,UV,16.61028836
#258,m2,UV,16.61058762
#006,m6,UV,16.61068736
#003,m3,UV,16.61088682
#131,m2,UV,16.61098654
#303,m1,UV,16.61118596
#006,m1,UV,16.61158472
#281,m1,UV,16.61218264
#131,m1,UV,16.61268073
#003,m3,UV,16.61287991
#003,m2,UV,16.61387542
#282,m3,UV,16.61397494
#003,m2,UV,16.61427343
#263,m2,UV,16.6147708
#009,m2,UV,16.61526798
#289,m1,UV,16.61596376
#022,m3,UV,16.6166592
#003,m2,UV,16.61685784
#009,m2,UV,16.61695715
#970,m1,UV,16.61715574
#022,m6,UV,16.61735431
#291,m1,UV,16.61794985
#009,m1,UV,16.61824753
#022,m5,UV,16.61824753
#006,m1,UV,16.61834674
#289,m1,UV,16.61854515
#303,m2,UV,16.61864434
#006,m6,UV,16.6188427
#006,m1,UV,16.619735
#258,m2,UV,16.62042862
#289,m2,UV,16.62042862
#970,m1,UV,16.62042862
#970,m4,UV,16.62042862
#003,m2,UV,16.62052769
#970,m2,UV,16.62072579
#022,m6,UV,16.6210229
#022,m4,UV,16.6210229
#258,m1,UV,16.62122093
#289,m2,UV,16.62131994
#009,m4,UV,16.62250751
#022,m1,UV,16.62290315
#263,m1,UV,16.62329868
#022,m5,UV,16.62339754
#006,m2,UV,16.62379294
#131,m3,UV,16.62389177
#303,m1,UV,16.62399059
#258,m1,UV,16.62428703
#281,m2,UV,16.62428703
#022,m6,UV,16.6245834
#022,m3,UV,16.62487971
#003,m2,UV,16.62616303
#317,m2,UV,16.6262617
#009,m2,UV,16.62665631
#970,m1,UV,16.62724802
#282,m2,UV,16.62734662
#303,m1,UV,16.62754379
#970,m1,UV,16.62754379
#289,m3,UV,16.62803659
#022,m1,UV,16.62843072
#009,m4,UV,16.62852923
#006,m3,UV,16.62882474
#970,m2,UV,16.62931711
#022,m5,UV,16.62971088
#263,m3,UV,16.62990773
#022,m1,UV,16.63010455
#003,m3,UV,16.63030134
#003,m6,UV,16.63049811
#006,m3,UV,16.63059649
#006,m1,UV,16.63069485
#009,m1,UV,16.63098991
#003,m5,UV,16.63128491
#303,m2,UV,16.63128491
#022,m1,UV,16.63177644
#006,m1,UV,16.63285722
#281,m1,UV,16.63285722
#006,m1,UV,16.63295544
#258,m1,UV,16.63295544
#263,m2,UV,16.63295544
#289,m1,UV,16.63305364
#009,m1,UV,16.6334464
#022,m6,UV,16.6334464
#131,m1,UV,16.63354457
#970,m6,UV,16.63364274
#006,m2,UV,16.63423159
#970,m1,UV,16.63442782
#317,m3,UV,16.63472212
#303,m2,UV,16.63531054
#282,m2,UV,16.63550662
#022,m2,UV,16.63648665
#263,m2,UV,16.63707434
#282,m2,UV,16.63775969
#022,m5,UV,16.63795544
#317,m1,UV,16.63824902
#006,m6,UV,16.63854254
#003,m2,UV,16.63864036
#282,m1,UV,16.6391294
#022,m3,UV,16.63942274
#006,m1,UV,16.6395205
#282,m1,UV,16.63981376
#263,m3,UV,16.64020468
#258,m1,UV,16.64049781
#974,m1,UV,16.64049781
#009,m3,UV,16.64245043
#022,m4,UV,16.64245043
#282,m3,UV,16.64284064
#291,m3,UV,16.64323074
#303,m1,UV,16.64323074
#970,m1,UV,16.64332825
#263,m1,UV,16.64342575
#131,m1,UV,16.64362073
#291,m3,UV,16.64371822
#022,m4,UV,16.64469268
#022,m1,UV,16.64479009
#022,m5,UV,16.64508228
#009,m2,UV,16.64517967
#003,m1,UV,16.64566649
#009,m2,UV,16.6459585
#009,m1,UV,16.64732045
#009,m4,UV,16.64790375
#022,m3,UV,16.64800095
#009,m3,UV,16.64838966
#970,m2,UV,16.64838966
#282,m1,UV,16.64906965
#282,m1,UV,16.64936097
#970,m4,UV,16.64945807
#282,m1,UV,16.64955516
#258,m1,UV,16.65062271
#009,m1,UV,16.65149557
#009,m1,UV,16.65159252
#258,m1,UV,16.65159252
#970,m1,UV,16.65159252
#974,m3,UV,16.6528523
#282,m1,UV,16.65294916
#289,m1,UV,16.65294916
#317,m1,UV,16.65333654
#003,m2,UV,16.6544013
#009,m2,UV,16.65449805
#003,m2,UV,16.65459481
#282,m2,UV,16.65478829
#258,m1,UV,16.65517517
#022,m1,UV,16.65536858
#009,m1,UV,16.65546527
#317,m2,UV,16.65565863
#003,m6,UV,16.65652845
#003,m2,UV,16.65817002
#003,m1,UV,16.658556
#003,m2,UV,16.65903833
#289,m1,UV,16.65913478
#006,m1,UV,16.65923122
#006,m2,UV,16.65961691
#009,m4,UV,16.65961691
#970,m2,UV,16.65961691
#289,m1,UV,16.65990612
#258,m1,UV,16.6605807
#006,m5,UV,16.66067704
#282,m1,UV,16.66067704
#303,m1,UV,16.66067704
#970,m4,UV,16.66067704
#281,m1,UV,16.66106235
#003,m6,UV,16.66115866
#009,m1,UV,16.66135127
#006,m1,UV,16.66192892
#289,m2,UV,16.66221766
#003,m6,UV,16.66241013
#970,m4,UV,16.6636605
#291,m3,UV,16.66375664
#003,m4,UV,16.66500585
#003,m6,UV,16.66500585
#974,m2,UV,16.66519794
#263,m2,UV,16.66615801
