mouse_id,month,treatment,structure_volume
#258,m1,UV,14.06011978
#970,m2,UV,14.06011978
#282,m2,UV,14.06070399
#006,m6,UV,14.06187169
#131,m4,UV,14.06187169
#006,m1,UV,14.06245519
#006,m6,UV,14.06245519
#009,m1,UV,14.06245519
#281,m2,UV,14.06245519
#009,m3,UV,14.06303845
#258,m2,UV,14.06303845
#009,m4,UV,14.06362147
#022,m1,UV,14.06420426
#131,m1,UV,14.06420426
#291,m3,UV,14.06420426
#009,m3,UV,14.06478681
#974,m3,UV,14.06478681
#003,m4,UV,14.06595122
#006,m3,UV,14.06595122
#022,m4,UV,14.06595122
#131,m1,UV,14.06595122
#003,m2,UV,14.06653307
#009,m4,UV,14.06711468
#022,m3,UV,14.06711468
#317,m2,UV,14.06711468
#003,m6,UV,14.06769606
#022,m2,UV,14.06827721
#289,m3,UV,14.06827721
#006,m4,UV,14.06885812
#970,m4,UV,14.06885812
#006,m1,UV,14.0694388
#009,m1,UV,14.0694388
#263,m2,UV,14.0694388
#006,m2,UV,14.07001924
#263,m2,UV,14.07059945
#303,m3,UV,14.07059945
#022,m1,UV,14.07117943
#131,m3,UV,14.07117943
#131,m1,UV,14.07175918
#289,m3,UV,14.07233869
#970,m6,UV,14.07233869
#131,m3,UV,14.07291797
#003,m6,UV,14.07407583
#003,m1,UV,14.07465441
#009,m3,UV,14.07465441
#974,m1,UV,14.07465441
#289,m1,UV,14.07523276
#317,m2,UV,14.07523276
#006,m6,UV,14.07581088
#281,m1,UV,14.07581088
#317,m2,UV,14.07581088
#131,m1,UV,14.07638877
#003,m2,UV,14.07696642
#006,m5,UV,14.07696642
#003,m6,UV,14.07812104
#006,m4,UV,14.07812104
#317,m3,UV,14.07927474
#974,m2,UV,14.07927474
#006,m3,UV,14.07985124
#258,m2,UV,14.07985124
#003,m2,UV,14.08042751
#974,m2,UV,14.08042751
#006,m1,UV,14.08157936
#281,m1,UV,14.08157936
#970,m2,UV,14.08157936
#282,m1,UV,14.08215494
#003,m2,UV,14.08330542
#003,m4,UV,14.08330542
#009,m4,UV,14.08388031
#970,m1,UV,14.08445497
#974,m2,UV,14.08445497
#003,m3,UV,14.08502941
#006,m1,UV,14.08502941
#282,m1,UV,14.08560362
#974,m3,UV,14.08560362
#263,m1,UV,14.0861776
#003,m3,UV,14.08675135
#006,m3,UV,14.08675135
#003,m3,UV,14.08732487
#022,m3,UV,14.08732487
#258,m2,UV,14.08732487
#003,m3,UV,14.08789816
#003,m6,UV,14.08789816
#022,m5,UV,14.08904407
#022,m5,UV,14.08961668
#131,m2,UV,14.08961668
#282,m2,UV,14.08961668
#003,m1,UV,14.09018906
#131,m1,UV,14.09018906
#970,m4,UV,14.09018906
#258,m1,UV,14.09247633
#003,m3,UV,14.09304759
#006,m3,UV,14.09304759
#258,m1,UV,14.09304759
#258,m1,UV,14.09304759
#003,m1,UV,14.09418941
#022,m5,UV,14.09418941
#009,m2,UV,14.09475998
#131,m3,UV,14.09533033
#022,m2,UV,14.09647035
#282,m1,UV,14.09704002
#970,m1,UV,14.09760947
#970,m1,UV,14.09760947
#022,m1,UV,14.09817869
#022,m3,UV,14.09931647
#006,m1,UV,14.09988502
#303,m3,UV,14.09988502
#022,m2,UV,14.10045334
#006,m2,UV,14.10102144
#022,m1,UV,14.10102144
#022,m2,UV,14.10158932
#258,m1,UV,14.10158932
#303,m1,UV,14.10158932
#317,m1,UV,14.10329162
#281,m1,UV,14.1038586
#258,m1,UV,14.10442537
#282,m1,UV,14.10442537
#282,m2,UV,14.10442537
#009,m2,UV,14.10499191
#022,m6,UV,14.10499191
#281,m2,UV,14.10499191
#970,m3,UV,14.10499191
#131,m4,UV,14.10555822
#003,m4,UV,14.10612432
#006,m6,UV,14.10612432
#258,m1,UV,14.10612432
#281,m1,UV,14.10669019
#003,m1,UV,14.10725585
#006,m5,UV,14.10725585
#974,m1,UV,14.10725585
#258,m2,UV,14.10782128
#282,m1,UV,14.10782128
#281,m1,UV,14.10838648
#291,m1,UV,14.10838648
#289,m1,UV,14.10895147
#974,m1,UV,14.10895147
#974,m2,UV,14.11008078
#006,m1,UV,14.11064511
#006,m2,UV,14.11064511
#282,m1,UV,14.11064511
#970,m1,UV,14.11177309
#970,m1,UV,14.11177309
#006,m1,UV,14.11233676
#006,m6,UV,14.11233676
#022,m1,UV,14.11233676
#022,m2,UV,14.1129002
#970,m1,UV,14.11346342
#022,m6,UV,14.11402642
#282,m1,UV,14.11402642
#974,m3,UV,14.11402642
#289,m2,UV,14.11458921
#291,m2,UV,14.11515177
#003,m2,UV,14.11571412
#291,m1,UV,14.11571412
#263,m1,UV,14.11627624
#282,m1,UV,14.11627624
#970,m2,UV,14.11627624
#970,m3,UV,14.11627624
#263,m2,UV,14.11683815
#003,m4,UV,14.11739984
#009,m1,UV,14.11739984
#006,m5,UV,14.11796131
#289,m3,UV,14.11796131
#009,m3,UV,14.11908359
#282,m1,UV,14.11908359
#003,m2,UV,14.120205
#281,m2,UV,14.12132554
#006,m1,UV,14.12188548
#289,m1,UV,14.12188548
#009,m1,UV,14.12244521
#009,m3,UV,14.12244521
#303,m1,UV,14.12356401
#303,m1,UV,14.12356401
#003,m5,UV,14.12412309
#022,m2,UV,14.12412309
#289,m3,UV,14.12579902
#317,m3,UV,14.12635723
#022,m6,UV,14.127473
#974,m1,UV,14.127473
#006,m6,UV,14.12803056
#009,m2,UV,14.12803056
#022,m6,UV,14.12803056
#289,m1,UV,14.12858791
#970,m1,UV,14.12858791
#022,m2,UV,14.12914504
#003,m6,UV,14.13081515
#282,m1,UV,14.13081515
#970,m1,UV,14.13081515
#022,m3,UV,14.13137143
#263,m1,UV,14.13137143
#974,m3,UV,14.13137143
#006,m1,UV,14.13192748
#258,m2,UV,14.13248333
#006,m1,UV,14.13359438
#009,m2,UV,14.13359438
#022,m6,UV,14.13359438
#289,m2,UV,14.13470457
#970,m6,UV,14.13525935
#282,m3,UV,14.13581391
#281,m2,UV,14.13636826
#970,m4,UV,14.13636826
#970,m1,UV,14.13692239
#009,m3,UV,14.13747632
#263,m1,UV,14.13858353
#263,m3,UV,14.13913682
#282,m1,UV,14.13913682
#003,m3,UV,14.14024275
#003,m2,UV,14.1407954
#022,m5,UV,14.1407954
#003,m2,UV,14.14134784
#003,m6,UV,14.14134784
#022,m2,UV,14.14134784
#022,m5,UV,14.14245209
#263,m2,UV,14.14245209
#970,m5,UV,14.14245209
#009,m3,UV,14.14300389
#258,m2,UV,14.14355549
#006,m2,UV,14.14465804
#009,m1,UV,14.14465804
#974,m2,UV,14.14465804
#317,m1,UV,14.14575976
#282,m1,UV,14.14741075
#003,m6,UV,14.14851037
#006,m5,UV,14.14851037
#006,m1,UV,14.14960915
#970,m3,UV,14.14960915
#282,m1,UV,14.15015822
#974,m1,UV,14.15015822
#970,m4,UV,14.15070709
#006,m4,UV,14.15235244
#022,m1,UV,14.15235244
#317,m1,UV,14.15290047
#006,m2,UV,14.15344829
#022,m5,UV,14.15673088
#258,m1,UV,14.15673088
#006,m5,UV,14.15727725
#303,m1,UV,14.15727725
#970,m1,UV,14.15727725
#009,m4,UV,14.15836937
#006,m5,UV,14.15891512
#258,m2,UV,14.15891512
#289,m1,UV,14.15946067
#317,m3,UV,14.15946067
#022,m1,UV,14.16000601
#022,m4,UV,14.16000601
#003,m5,UV,14.16109607
#022,m2,UV,14.16109607
#970,m1,UV,14.16109607
#003,m2,UV,14.16164079
#282,m1,UV,14.16164079
#022,m1,UV,14.16218531
#003,m2,UV,14.16272962
#009,m4,UV,14.16272962
#009,m2,UV,14.16272962
#022,m3,UV,14.16272962
#003,m2,UV,14.16381762
#258,m1,UV,14.16436132
#303,m2,UV,14.16436132
#974,m2,UV,14.16436132
#970,m5,UV,14.16544809
#009,m4,UV,14.16707672
#263,m2,UV,14.16707672
#258,m1,UV,14.16816146
#317,m3,UV,14.16816146
#281,m3,UV,14.16870352
#009,m4,UV,14.16924537
#009,m4,UV,14.16978703
#006,m4,UV,14.17032848
#263,m3,UV,14.17032848
#006,m2,UV,14.17086973
#258,m1,UV,14.17141077
#009,m3,UV,14.17249225
#009,m4,UV,14.17249225
#970,m5,UV,14.17249225
#974,m2,UV,14.17249225
#009,m3,UV,14.17303269
#022,m5,UV,14.17357292
#131,m3,UV,14.17357292
#282,m1,UV,14.17411295
#970,m3,UV,14.17411295
#282,m1,UV,14.17465278
#006,m5,UV,14.17519241
#258,m2,UV,14.17519241
#003,m2,UV,14.17627106
#258,m1,UV,14.17681008
#003,m5,UV,14.17842595
#289,m2,UV,14.17842595
#317,m1,UV,14.17842595
#131,m1,UV,14.17896417
#289,m1,UV,14.17950218
#289,m3,UV,14.17950218
#970,m1,UV,14.17950218
#974,m2,UV,14.17950218
#003,m5,UV,14.18004
#003,m6,UV,14.18111503
#131,m1,UV,14.18111503
#131,m2,UV,14.18379912
#291,m2,UV,14.18433534
#974,m3,UV,14.18433534
#970,m1,UV,14.18540718
#258,m1,UV,14.1859428
#281,m3,UV,14.18647822
#009,m3,UV,14.18701344
#003,m5,UV,14.18754847
#022,m3,UV,14.18754847
#258,m1,UV,14.18754847
#289,m1,UV,14.18754847
#003,m3,UV,14.18915235
#258,m1,UV,14.18915235
#003,m2,UV,14.19022062
#006,m6,UV,14.19182154
#009,m4,UV,14.19182154
#974,m1,UV,14.19342069
#003,m4,UV,14.19395334
#317,m2,UV,14.1944858
#974,m3,UV,14.1944858
#022,m6,UV,14.19555012
#291,m1,UV,14.19555012
#970,m3,UV,14.19555012
#009,m3,UV,14.19714514
#291,m1,UV,14.19714514
#022,m5,UV,14.19767643
#003,m1,UV,14.19820751
#022,m1,UV,14.1992691
#970,m5,UV,14.1992691
#970,m4,UV,14.1997996
#009,m1,UV,14.2003299
#131,m1,UV,14.2003299
#258,m1,UV,14.2003299
#022,m3,UV,14.20086001
#003,m1,UV,14.20138993
#303,m1,UV,14.20138993
#970,m1,UV,14.20138993
#258,m2,UV,14.20244918
#003,m1,UV,14.20297851
#009,m2,UV,14.20297851
#006,m6,UV,14.20350765
#282,m1,UV,14.20350765
#022,m2,UV,14.20403659
#022,m4,UV,14.20403659
#009,m3,UV,14.20456534
#291,m1,UV,14.20456534
#022,m3,UV,14.2050939
#022,m3,UV,14.20615043
#258,m1,UV,14.20615043
#970,m1,UV,14.20773378
#003,m2,UV,14.20878838
#970,m1,UV,14.20878838
#131,m2,UV,14.20984221
#006,m1,UV,14.21036884
#009,m3,UV,14.21089527
#006,m1,UV,14.21142152
#006,m6,UV,14.21142152
#317,m1,UV,14.21142152
#970,m6,UV,14.21142152
#003,m2,UV,14.21194757
#009,m1,UV,14.21194757
#131,m1,UV,14.21247343
#289,m2,UV,14.2129991
#303,m1,UV,14.21352457
#258,m2,UV,14.21404986
#263,m1,UV,14.21404986
#970,m1,UV,14.21457495
#006,m5,UV,14.21667342
#006,m6,UV,14.21667342
#970,m1,UV,14.21667342
#006,m6,UV,14.21719756
#258,m1,UV,14.21719756
#003,m5,UV,14.21772151
#282,m2,UV,14.21772151
#970,m1,UV,14.21772151
#970,m3,UV,14.21772151
#282,m3,UV,14.21824526
#970,m4,UV,14.21929221
#006,m4,UV,14.2198154
#009,m2,UV,14.2203384
#009,m3,UV,14.22086121
#970,m5,UV,14.22086121
#003,m2,UV,14.22138383
#317,m3,UV,14.22138383
#303,m1,UV,14.22190627
#970,m3,UV,14.22190627
#003,m3,UV,14.22242851
#006,m4,UV,14.22242851
#303,m1,UV,14.22347243
#003,m6,UV,14.2239941
#006,m2,UV,14.22503689
#009,m1,UV,14.22503689
#289,m3,UV,14.22503689
#970,m1,UV,14.22503689
#022,m1,UV,14.225558
#009,m3,UV,14.22659966
#258,m1,UV,14.2271202
#258,m2,UV,14.2271202
#303,m1,UV,14.2271202
#009,m4,UV,14.22764056
#009,m2,UV,14.22868072
#003,m6,UV,14.22920051
#022,m4,UV,14.22972012
#291,m2,UV,14.23075878
#009,m1,UV,14.23127783
#006,m1,UV,14.23179669
#317,m1,UV,14.23179669
#289,m2,UV,14.23231537
#970,m6,UV,14.23231537
#009,m1,UV,14.23283385
#282,m3,UV,14.23283385
#022,m3,UV,14.23335216
#131,m4,UV,14.23335216
#009,m3,UV,14.23387027
#022,m3,UV,14.23387027
#281,m3,UV,14.2343882
#289,m1,UV,14.2343882
#006,m4,UV,14.23542351
#282,m2,UV,14.23542351
#289,m1,UV,14.23542351
#317,m3,UV,14.23542351
#003,m4,UV,14.23594088
#009,m2,UV,14.23594088
#303,m1,UV,14.23594088
#303,m2,UV,14.23594088
#009,m4,UV,14.23645807
#263,m2,UV,14.23697507
#022,m5,UV,14.23749189
#974,m2,UV,14.23749189
#003,m4,UV,14.23800852
#282,m2,UV,14.23800852
#289,m2,UV,14.23800852
#003,m4,UV,14.23852497
#009,m4,UV,14.23852497
#131,m1,UV,14.23904123
#003,m2,UV,14.23955731
#009,m4,UV,14.2400732
#970,m3,UV,14.2400732
#317,m1,UV,14.24161977
#970,m5,UV,14.24161977
#006,m6,UV,14.24213493
#289,m1,UV,14.24213493
#317,m2,UV,14.24213493
#282,m1,UV,14.24316469
#263,m2,UV,14.2436793
#006,m3,UV,14.24419372
#009,m3,UV,14.24419372
#022,m2,UV,14.24470796
#009,m1,UV,14.24522201
#131,m3,UV,14.24522201
#022,m4,UV,14.24573588
#006,m4,UV,14.24624957
#009,m2,UV,14.24624957
#003,m4,UV,14.24676308
#131,m4,UV,14.24676308
#970,m3,UV,14.2472764
#974,m1,UV,14.2472764
#003,m5,UV,14.2483025
#289,m1,UV,14.2483025
#003,m4,UV,14.24881527
#282,m1,UV,14.24881527
#970,m1,UV,14.24881527
#022,m4,UV,14.24932787
#006,m4,UV,14.24984028
#131,m2,UV,14.25137642
#003,m4,UV,14.25188811
#009,m1,UV,14.25188811
#258,m1,UV,14.25188811
#970,m1,UV,14.25342207
#006,m2,UV,14.25393303
#263,m3,UV,14.25444381
#009,m1,UV,14.25495441
#131,m1,UV,14.25495441
#282,m1,UV,14.25546483
#003,m3,UV,14.25597507
#003,m3,UV,14.25597507
#009,m1,UV,14.25648512
#263,m2,UV,14.25648512
#003,m1,UV,14.2575047
#009,m3,UV,14.2575047
#263,m1,UV,14.2575047
#003,m2,UV,14.25801421
#303,m1,UV,14.25801421
#003,m2,UV,14.25852355
#282,m1,UV,14.25852355
#006,m2,UV,14.25954168
#303,m3,UV,14.25954168
#003,m1,UV,14.26005048
#009,m2,UV,14.26005048
#258,m2,UV,14.26005048
#282,m1,UV,14.2615758
#282,m2,UV,14.2615758
#006,m1,UV,14.26208388
#009,m3,UV,14.26208388
#970,m4,UV,14.26208388
#006,m6,UV,14.26259178
#258,m1,UV,14.26360705
#289,m1,UV,14.26360705
#291,m3,UV,14.26360705
#009,m2,UV,14.26512861
#289,m2,UV,14.26512861
#291,m2,UV,14.26614209
#006,m4,UV,14.26766099
#009,m2,UV,14.26766099
#009,m3,UV,14.26816693
#009,m4,UV,14.26816693
#022,m1,UV,14.26816693
#006,m4,UV,14.27018893
#009,m3,UV,14.27018893
#289,m2,UV,14.27018893
#974,m1,UV,14.27069398
#022,m3,UV,14.27119886
#970,m3,UV,14.27119886
#009,m4,UV,14.27170357
#282,m1,UV,14.27170357
#003,m3,UV,14.27372062
#006,m6,UV,14.27372062
#006,m6,UV,14.27372062
#009,m1,UV,14.27422444
#970,m1,UV,14.27422444
#003,m2,UV,14.27472809
#263,m2,UV,14.27674091
#022,m1,UV,14.27724368
#009,m3,UV,14.27875094
#289,m1,UV,14.27925301
#006,m4,UV,14.28075817
#009,m4,UV,14.28075817
#258,m1,UV,14.28075817
#970,m4,UV,14.28075817
#006,m4,UV,14.28176074
#289,m1,UV,14.28176074
#131,m4,UV,14.28226176
#003,m1,UV,14.28276261
#003,m6,UV,14.28276261
#006,m1,UV,14.28276261
#009,m1,UV,14.28326328
#303,m3,UV,14.28326328
#003,m6,UV,14.28376378
#022,m1,UV,14.28376378
#003,m2,UV,14.28426411
#003,m3,UV,14.28426411
#009,m3,UV,14.28426411
#022,m1,UV,14.28476426
#282,m1,UV,14.28526425
#970,m5,UV,14.28576405
#003,m3,UV,14.28676315
#009,m4,UV,14.28676315
#022,m4,UV,14.28726244
#006,m2,UV,14.2882605
#258,m1,UV,14.2882605
#263,m3,UV,14.2882605
#006,m5,UV,14.28875927
#009,m3,UV,14.28875927
#003,m2,UV,14.28925787
#282,m1,UV,14.28975629
#317,m3,UV,14.28975629
#291,m2,UV,14.29025455
#006,m5,UV,14.29075263
#970,m3,UV,14.29075263
#282,m1,UV,14.29125054
#006,m1,UV,14.29174828
#263,m2,UV,14.29174828
#006,m6,UV,14.29224585
#281,m3,UV,14.29274324
#317,m2,UV,14.29373752
#970,m2,UV,14.29373752
#022,m2,UV,14.29522765
#974,m1,UV,14.29522765
#282,m1,UV,14.29622022
#022,m6,UV,14.29671624
#022,m2,UV,14.2972121
#006,m6,UV,14.29770779
#970,m1,UV,14.29770779
#263,m3,UV,14.2982033
#258,m2,UV,14.29869865
#289,m1,UV,14.29869865
#289,m1,UV,14.29869865
#131,m2,UV,14.30018367
#006,m1,UV,14.30067833
#258,m1,UV,14.30067833
#281,m1,UV,14.30117283
#291,m2,UV,14.30117283
#289,m1,UV,14.30166716
#003,m1,UV,14.30216132
#006,m2,UV,14.30216132
#009,m4,UV,14.30216132
#974,m2,UV,14.30216132
#131,m3,UV,14.3026553
#974,m2,UV,14.3026553
#009,m3,UV,14.30364278
#282,m1,UV,14.30512272
#289,m1,UV,14.30512272
#022,m3,UV,14.30561569
#131,m3,UV,14.30561569
#003,m1,UV,14.3061085
#289,m2,UV,14.3061085
#009,m1,UV,14.30660114
#970,m2,UV,14.30660114
#974,m1,UV,14.30660114
#289,m3,UV,14.30709361
#006,m5,UV,14.30758591
#009,m2,UV,14.30807805
#303,m1,UV,14.30807805
#009,m2,UV,14.30857002
#006,m4,UV,14.30906182
#009,m4,UV,14.31004491
#263,m3,UV,14.31004491
#970,m2,UV,14.31004491
#263,m1,UV,14.31053621
#009,m2,UV,14.31102734
#009,m2,UV,14.31151831
#281,m1,UV,14.31151831
#281,m1,UV,14.3120091
#009,m2,UV,14.31249973
#022,m6,UV,14.31249973
#022,m1,UV,14.31249973
#970,m1,UV,14.31299019
#009,m2,UV,14.31348049
#303,m3,UV,14.31348049
#022,m5,UV,14.31446058
#281,m1,UV,14.31446058
#006,m6,UV,14.31495038
#282,m1,UV,14.31544001
#317,m2,UV,14.31544001
#003,m1,UV,14.31592947
#009,m2,UV,14.31641877
#282,m2,UV,14.31641877
#974,m2,UV,14.3169079
#009,m1,UV,14.31788567
#006,m2,UV,14.3183743
#282,m1,UV,14.3183743
#303,m3,UV,14.3183743
#970,m1,UV,14.3183743
#006,m3,UV,14.31935108
#003,m1,UV,14.31983922
#317,m1,UV,14.31983922
#022,m4,UV,14.32032719
#022,m4,UV,14.32032719
#022,m5,UV,14.32032719
#131,m1,UV,14.32032719
#263,m2,UV,14.32032719
#003,m2,UV,14.320815
#289,m1,UV,14.320815
#006,m3,UV,14.32130264
#974,m1,UV,14.32130264
#006,m5,UV,14.32179012
#006,m6,UV,14.32179012
#009,m2,UV,14.32227744
#006,m2,UV,14.32276459
#282,m1,UV,14.32276459
#970,m5,UV,14.32276459
#258,m2,UV,14.32471154
#009,m4,UV,14.32519787
#263,m3,UV,14.32617004
#303,m1,UV,14.32714155
#022,m1,UV,14.32762706
#281,m2,UV,14.32762706
#003,m3,UV,14.32859759
#131,m2,UV,14.3305367
#282,m2,UV,14.3305367
#974,m1,UV,14.3305367
#974,m2,UV,14.3305367
#003,m5,UV,14.33102107
#263,m3,UV,14.33102107
#006,m1,UV,14.33198932
#009,m3,UV,14.33198932
#009,m2,UV,14.33198932
#009,m4,UV,14.33295692
#009,m1,UV,14.33392388
#258,m1,UV,14.33392388
#281,m2,UV,14.33392388
#263,m3,UV,14.33440711
#303,m1,UV,14.33440711
#006,m5,UV,14.33537309
#009,m1,UV,14.33633843
#263,m1,UV,14.33682086
#282,m2,UV,14.33730312
#303,m1,UV,14.33778523
#022,m5,UV,14.33874895
#282,m1,UV,14.33874895
#974,m2,UV,14.33923057
#003,m2,UV,14.33971203
#258,m2,UV,14.33971203
#022,m1,UV,14.34019333
#009,m2,UV,14.34115545
#022,m5,UV,14.34115545
#003,m3,UV,14.34163627
#009,m3,UV,14.34163627
#263,m1,UV,14.34163627
#006,m2,UV,14.34259742
#282,m3,UV,14.34259742
#003,m1,UV,14.34307776
#009,m1,UV,14.34355794
#022,m1,UV,14.34355794
#282,m2,UV,14.34355794
#003,m6,UV,14.34403796
#291,m3,UV,14.34403796
#970,m3,UV,14.34403796
#009,m2,UV,14.34451781
#263,m1,UV,14.34451781
#003,m1,UV,14.34499751
#022,m4,UV,14.34499751
#974,m2,UV,14.34499751
#022,m4,UV,14.34643565
#003,m4,UV,14.34691472
#003,m2,UV,14.34739362
#006,m1,UV,14.34739362
#003,m4,UV,14.34787236
#009,m4,UV,14.34787236
#258,m2,UV,14.34787236
#006,m2,UV,14.34835095
#022,m5,UV,14.34882937
#131,m1,UV,14.34930764
#009,m4,UV,14.3502637
#263,m1,UV,14.3502637
#970,m4,UV,14.3502637
#974,m2,UV,14.3507415
#003,m2,UV,14.35169661
#291,m3,UV,14.35217393
#258,m1,UV,14.35265109
#289,m3,UV,14.35312809
#022,m5,UV,14.35408162
#282,m1,UV,14.35455815
#003,m3,UV,14.35503452
#009,m3,UV,14.35503452
#970,m6,UV,14.35503452
#131,m1,UV,14.35551074
#289,m1,UV,14.35551074
#003,m3,UV,14.3559868
#131,m2,UV,14.3559868
#282,m1,UV,14.3559868
#289,m2,UV,14.3559868
#003,m2,UV,14.3564627
#003,m2,UV,14.3564627
#258,m1,UV,14.3564627
#003,m1,UV,14.35693844
#022,m2,UV,14.35741403
#022,m4,UV,14.35741403
#003,m1,UV,14.35836474
#009,m2,UV,14.35883985
#006,m2,UV,14.35931482
#974,m2,UV,14.35931482
#258,m2,UV,14.35978962
#289,m1,UV,14.35978962
#303,m2,UV,14.36026427
#303,m3,UV,14.36026427
#022,m3,UV,14.36073876
#974,m1,UV,14.36073876
#303,m1,UV,14.3612131
#974,m1,UV,14.36216131
#003,m6,UV,14.36310889
#009,m2,UV,14.36310889
#131,m2,UV,14.36310889
#289,m2,UV,14.36358245
#970,m1,UV,14.36358245
#006,m1,UV,14.3645291
#006,m3,UV,14.3645291
#263,m3,UV,14.36500219
#303,m3,UV,14.36500219
#970,m5,UV,14.36594791
#003,m1,UV,14.36642054
#289,m1,UV,14.36689301
#970,m4,UV,14.36689301
#006,m2,UV,14.36736533
#974,m1,UV,14.36736533
#006,m6,UV,14.36783749
#009,m1,UV,14.36783749
#022,m1,UV,14.3683095
#263,m1,UV,14.3683095
#009,m3,UV,14.36878135
#263,m1,UV,14.36878135
#970,m3,UV,14.36878135
#281,m1,UV,14.36925305
#281,m1,UV,14.36925305
#289,m3,UV,14.3697246
#303,m1,UV,14.3697246
#970,m4,UV,14.3697246
#003,m1,UV,14.37019599
#974,m2,UV,14.37019599
#970,m1,UV,14.37066723
#003,m3,UV,14.37113831
#263,m1,UV,14.37208002
#289,m1,UV,14.37208002
#317,m1,UV,14.37208002
#258,m1,UV,14.37255064
#003,m1,UV,14.37302111
#022,m2,UV,14.37302111
#131,m3,UV,14.37302111
#291,m2,UV,14.37302111
#970,m1,UV,14.37349143
#974,m1,UV,14.3744316
#282,m1,UV,14.37490146
#003,m2,UV,14.37537116
#289,m1,UV,14.37537116
#282,m2,UV,14.37631011
#003,m5,UV,14.37677936
#970,m2,UV,14.37677936
#006,m1,UV,14.37771739
#131,m3,UV,14.37771739
#289,m1,UV,14.37771739
#006,m6,UV,14.37818618
#009,m3,UV,14.37865481
#022,m6,UV,14.37865481
#282,m1,UV,14.37959163
#974,m2,UV,14.37959163
#974,m2,UV,14.38005981
#009,m2,UV,14.38052784
#303,m2,UV,14.38099571
#009,m1,UV,14.38146344
#022,m6,UV,14.38146344
#006,m3,UV,14.38193101
#289,m2,UV,14.38193101
#303,m1,UV,14.38193101
#006,m6,UV,14.3828657
#009,m2,UV,14.3828657
#006,m5,UV,14.38333282
#022,m6,UV,14.38379978
#131,m1,UV,14.3842666
#009,m2,UV,14.38473327
#022,m3,UV,14.38519978
#317,m3,UV,14.38519978
#003,m2,UV,14.38613236
#974,m2,UV,14.38613236
#003,m1,UV,14.38659842
#970,m1,UV,14.3879957
#970,m4,UV,14.38846116
#282,m1,UV,14.38892647
#289,m1,UV,14.38892647
#282,m1,UV,14.38939163
#303,m1,UV,14.38985664
#009,m1,UV,14.39078621
#022,m5,UV,14.39078621
#263,m3,UV,14.39217945
#970,m6,UV,14.39217945
#003,m3,UV,14.39264356
#258,m2,UV,14.39264356
#974,m1,UV,14.39264356
#009,m3,UV,14.39310753
#009,m2,UV,14.39310753
#022,m5,UV,14.39357134
#022,m4,UV,14.39496189
#003,m2,UV,14.3982013
#003,m1,UV,14.39866348
#317,m1,UV,14.39866348
#263,m1,UV,14.39912552
#289,m1,UV,14.39912552
#003,m4,UV,14.3995874
#970,m1,UV,14.3995874
#006,m5,UV,14.40051072
#258,m2,UV,14.40051072
#263,m3,UV,14.40051072
#282,m1,UV,14.40051072
#022,m4,UV,14.40097217
#258,m1,UV,14.40143346
#022,m4,UV,14.4018946
#303,m1,UV,14.4018946
#003,m5,UV,14.4023556
#258,m1,UV,14.40327716
#282,m1,UV,14.40327716
#282,m1,UV,14.40327716
#006,m1,UV,14.40373772
#303,m3,UV,14.40373772
#131,m2,UV,14.40465839
#258,m1,UV,14.40465839
#003,m6,UV,14.40557848
#003,m4,UV,14.4060383
#009,m1,UV,14.4060383
#258,m1,UV,14.4069575
#970,m1,UV,14.40741689
#258,m1,UV,14.40787613
#970,m4,UV,14.40787613
#003,m1,UV,14.40833522
#258,m1,UV,14.40971162
#282,m1,UV,14.40971162
#009,m2,UV,14.41017012
#009,m3,UV,14.41062849
#006,m2,UV,14.4110867
#009,m3,UV,14.4110867
#131,m1,UV,14.4110867
#289,m2,UV,14.4110867
#970,m2,UV,14.41154477
#009,m3,UV,14.41246048
#009,m2,UV,14.41246048
#281,m1,UV,14.41246048
#131,m3,UV,14.41291812
#970,m1,UV,14.41291812
#291,m2,UV,14.41520412
#303,m1,UV,14.41566088
#263,m3,UV,14.4161175
#303,m3,UV,14.4161175
#970,m3,UV,14.4161175
#006,m4,UV,14.41657398
#263,m2,UV,14.41657398
#291,m1,UV,14.41657398
#131,m2,UV,14.41703031
#974,m1,UV,14.41703031
#303,m1,UV,14.4174865
#303,m3,UV,14.4174865
#022,m2,UV,14.4188542
#970,m3,UV,14.41930981
#003,m2,UV,14.41976528
#289,m1,UV,14.41976528
#003,m2,UV,14.42022061
#258,m1,UV,14.42113082
#003,m6,UV,14.42204047
#009,m3,UV,14.42204047
#258,m1,UV,14.42204047
#003,m3,UV,14.42294954
#289,m3,UV,14.42294954
#282,m1,UV,14.42340386
#003,m6,UV,14.42385804
#022,m1,UV,14.42385804
#970,m1,UV,14.42385804
#289,m1,UV,14.42476596
#970,m1,UV,14.42476596
#009,m3,UV,14.42521971
#022,m3,UV,14.42521971
#258,m1,UV,14.42521971
#009,m3,UV,14.42567332
#009,m2,UV,14.42567332
#258,m1,UV,14.42567332
#131,m3,UV,14.42612678
#022,m1,UV,14.4265801
#970,m2,UV,14.42748632
#258,m2,UV,14.42793921
#022,m3,UV,14.42839197
#970,m1,UV,14.42884458
#289,m1,UV,14.42929704
#970,m3,UV,14.42974937
#282,m1,UV,14.43020155
#303,m1,UV,14.4306536
#303,m1,UV,14.43200888
#970,m6,UV,14.43246035
#022,m4,UV,14.43291169
#281,m1,UV,14.43291169
#009,m2,UV,14.43336288
